Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+29 Quarters
Net Income,85.81,557.85,2.3,-29.39,"1,216.87","1,398.48","1,401.9","1,309.15","1,747.87",748.87,794.72,568.27,"-1,066.49",483.15,779.44,305.79,481.3,-10.87,442.74,742.04,367.87,304.14,377.92,337.41,451.91,367.73,312.91,198.63,159.75,200.87,-254.7,134.17,629.45,551.45,250.51,517.02,265.62,621.26,171.16,211.15,Upgrade
Depreciation & Amortization,13,14.81,14.89,18.7,18.7,18.7,18.7,18.7,18.78,17.8,17.75,17.75,17.75,17.75,17.75,17.75,17.75,15.56,14.48,14.49,14.49,13.89,10.96,10.96,10.96,15.62,21.67,22.83,22.83,23.49,29.53,23.62,24.8,25.01,25.09,25.57,26.26,26.4,24.78,21.58,Upgrade
Share-Based Compensation,277.43,209.9,206.59,210.79,219.08,183.33,148.69,141.56,163.87,88.87,110.75,119.91,118.81,85.27,107.85,102.8,121.18,84.2,73.74,116.77,92.22,75.91,83.04,88.46,91.27,81.45,78.08,84.28,79.84,66.35,70.34,174.14,248.5,144.05,201.42,185.48,178.13,277.18,193.55,183.24,Upgrade
Other Operating Activities,-23.51,-67.42,759.15,"1,689.6","1,293.85","-2,414.45",34.39,-569.82,366.17,-545.52,-788.08,-214.61,"1,929.4",3.71,173.33,-262.01,-489.7,"1,296.66",789.91,"-1,764.15","-2,244.42",-789.46,"-1,280.68","-1,411.43",-1.66,"-1,215.68",2.69,-279.02,-42.2,722.85,-62.07,789.17,-423.46,"-1,133.18",-252.8,135.12,510.25,-109.6,"1,002.66",-179.72,Upgrade
Operating Cash Flow,352.73,715.14,982.93,"1,889.69","2,748.5",-813.95,"1,603.67",899.58,"2,296.68",310.03,135.14,491.32,999.47,589.88,"1,078.36",164.33,130.53,"1,385.55","1,320.87",-890.84,"-1,769.83",-395.53,-808.75,-974.6,552.48,-750.89,415.35,26.72,220.22,"1,013.56",-216.9,"1,121.1",479.29,-412.66,224.21,863.19,980.26,815.24,"1,392.15",236.25,Upgrade
Operating Cash Flow Growth,-87.17%,-,-38.71%,110.06%,19.67%,-,1086.71%,83.10%,129.79%,-47.44%,-87.47%,198.97%,665.69%,-57.43%,-18.36%,-,-,-,-,-,-,-,-,-,150.88%,-,-,-97.62%,-54.05%,-,-,29.88%,-51.11%,-,-83.89%,265.36%,-11.23%,259.44%,13796.48%,11.39%,Upgrade
Capital Expenditures,-69.56,-48.71,-85.39,-45.24,-56.15,-19.86,-9.65,-14.07,-20.74,-40.75,-45.44,-13.03,-12.43,-11.14,-15.62,-14.67,-18.86,-9.62,0.14,-4.21,-4.69,-3.94,-6.74,-3.66,-10.01,-3.37,-2.29,-6.23,-9.93,-0.37,-42.34,-13.26,-3.28,-8.89,-7.77,-7.5,-6.12,-7.06,-3.93,-7.3,Upgrade
Acquisitions,-5.41,0,0,0,0,0,0,0,0,-55.17,0,0,0,0,0,0,0,-98.22,0,0,0,-168.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-146.12,0,Upgrade
Other Investing Activities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5.84,-,-,5.84,-,-,-,5.84,0,0,-,5.84,0.09,-0.04,-0.05,Upgrade
Investing Cash Flow,-74.97,-48.71,-85.39,-45.24,-56.15,-19.86,-9.65,-14.07,-20.74,-95.92,-45.44,-13.03,-12.43,-11.14,-15.62,-14.67,-18.86,-107.84,0.14,-4.21,-4.69,-172.86,-6.74,-3.66,-10.01,-9.21,-2.29,-6.23,-4.09,-0.37,-42.34,-13.26,2.57,-8.88,-7.76,-7.5,-0.28,-6.98,-150.09,-7.35,Upgrade
