Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+44 Quarters
Net Income,"1,794","1,296","1,026","2,918","2,013","1,555","2,582",740,"1,737","2,026",684,"1,253","1,185",680,"1,432","2,133",550,"1,531","1,218","1,333","-1,646","1,066","1,216","1,309",30,"1,083",667,"1,016",217,593,571,694,612,"1,072",907,784,"1,263","1,001",227,508,Upgrade
Depreciation & Amortization,138,135,132,133,130,131,136,132,157,164,161,174,162,152,157,155,261,177,170,139,155,140,134,131,144,282,130,137,141,135,172,132,127,113,109,113,114,107,101,104,Upgrade
Share-Based Compensation,2,0,1,2,2,1,2,4,4,3,4,3,3,2,3,3,3,3,3,1,2,3,2,8,3,3,3,10,2,2,3,9,2,3,2,7,2,3,3,7,Upgrade
Other Operating Activities,"2,956","3,935","3,587",-580,"4,521","5,105","2,914","2,972","4,261","2,725","3,225","3,296","4,265","4,684","3,777","1,577","3,879","3,890","3,526","2,336","6,585","3,351","3,480","1,696","4,617","3,813","3,410","1,536","3,735",2,"2,648","1,202","2,421","2,229","1,546",633,217,"1,046","2,773","1,896",Upgrade
Operating Cash Flow,"4,987","5,417","4,806","2,525","6,737","6,829","5,698","3,891","6,202","4,960","4,117","4,769","5,658","5,561","5,412","3,911","4,736","5,643","4,961","3,848","5,136","4,599","4,871","3,185","4,827","5,215","4,247","2,728","4,124",761,"3,423","2,066","3,190","3,445","2,600","1,571","1,630","2,190","3,136","2,547",Upgrade
Operating Cash Flow Growth,-25.98%,-20.68%,-15.65%,-35.11%,8.63%,37.68%,38.40%,-18.41%,9.61%,-10.81%,-23.93%,21.94%,19.47%,-1.45%,9.09%,1.64%,-7.79%,22.70%,1.85%,20.82%,6.40%,-11.81%,14.69%,16.75%,17.05%,585.28%,24.07%,32.04%,29.28%,-77.91%,31.65%,31.51%,95.71%,57.31%,-17.09%,-38.32%,-45.76%,-9.32%,1.29%,11.76%,Upgrade
Acquisitions,-182,0,0,0,-15,0,0,-4,0,0,0,0,19,16,0,253,187,0,0,0,0,0,-10,0,-392,-14,-78,-11,0,0,-374,"-3,434",0,0,0,-199,-286,0,0,-73,Upgrade
Change in Investments,"-4,771","-4,682","-5,405","-3,503","-4,971","-4,387","-5,746","-9,133","-4,475","-5,746","-4,551","1,641","-2,321","-4,126","-5,230","-3,600","-2,670","-7,937","-4,736","-3,718","-4,027","-5,073","-3,784","-3,620","-5,891","-7,489","-3,270","-5,408","-6,408","2,272","-3,176","-2,887",537,"-1,819",-728,"-1,873","-2,992","-2,118","-1,402","-3,568",Upgrade
Other Investing Activities,151,-101,-632,515,-774,-46,396,238,-782,921,"-1,467",311,867,26,136,130,"-1,094",872,115,-21,33,28,32,134,-217,-119,-10,160,-212,"1,270",-764,-192,-132,-268,307,109,59,-51,53,-169,Upgrade
Investing Cash Flow,"-4,802","-4,783","-6,037","-2,988","-5,760","-4,433","-5,350","-8,899","-5,257","-4,825","-6,018","1,952","-1,435","-4,084","-5,094","-3,217","-3,577","-7,065","-4,621","-3,739","-3,994","-5,045","-3,762","-3,486","-6,500","-7,622","-3,358","-5,259","-6,620","3,542","-4,314","-6,513",405,"-2,087",-421,"-1,963","-3,219","-2,169","-1,349","-3,810",Upgrade
Dividends Paid,-717,-679,-694,-697,-717,-580,-616,-587,-586,-586,-585,-583,-360,-351,-348,-339,-360,-479,-481,-468,-446,-445,-445,-444,-400,-398,-401,-394,-364,-364,-364,-335,-317,-211,-193,-189,-191,-185,-192,-193,Upgrade
Share Issuance / Repurchase,-548,-524,-423,-366,6,4,3,38,8,9,0,-234,-255,-402,-386,-192,-475,14,21,21,59,26,13,26,46,4,11,5,9,5,17,6,8,9,8,18,12,3,2,0,Upgrade
Debt Issued / Paid,-422,-362,370,"1,126",-91,-296,"-1,966","1,191",46,"1,193","1,187",643,-121,178,23,176,-464,477,-489,137,-783,446,98,344,-455,290,"1,523","3,207",218,"-1,487",-850,100,81,243,-849,-201,-292,586,-72,-420,Upgrade
Other Financing Activities,-211,12,833,297,566,572,-365,791,-368,-147,"1,450",-784,"-1,247",559,"1,177",-192,261,-41,716,886,556,177,-538,"1,370",-841,-306,911,503,861,163,-497,876,-656,"2,209",-834,895,"1,105",410,-296,421,Upgrade
Financing Cash Flow,"-1,898","-1,553",86,360,-236,-300,"-2,944","1,433",-900,469,"2,052",-958,"-1,983",-16,466,-547,"-1,038",-29,-233,576,-614,204,-872,"1,296","-1,650",-410,"2,044","3,321",724,"-1,683","-1,694",647,-884,"2,250","-1,868",523,634,814,-558,-192,Upgrade
Net Cash Flow,"-1,713",-919,"-1,145",-103,741,"2,096","-2,596","-3,575",45,604,151,"5,763","2,240","1,461",784,147,121,"-1,451",107,685,528,-242,237,995,"-3,323","-2,817","2,933",790,"-1,772","2,620","-2,585","-3,800","2,711","3,608",311,131,-955,835,"1,229","-1,455",Upgrade
Free Cash Flow,"4,987","5,417","4,806","2,525","6,737","6,829","5,698","3,891","6,202","4,960","4,117","4,769","5,658","5,561","5,412","3,911","4,736","5,643","4,961","3,848","5,136","4,599","4,871","3,185","4,827","5,215","4,247","2,728","4,124",761,"3,423","2,066","3,190","3,445","2,600","1,571","1,630","2,190","3,136","2,547",Upgrade
