Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,-11.65,-0.19,2.82,6.42,-0.67,10.13,-5.28,0.09,-0
Other Operating Activities,10.77,-0.02,-3.14,-6.73,-0.1,-10.29,4.59,-0.48,0
Operating Cash Flow,-0.88,-0.21,-0.32,-0.31,-0.77,-0.16,-0.69,-0.39,-0
Change in Investments,0.47,0.14,0.16,0.02,0,0,0,-287.5,0
Investing Cash Flow,0.47,0.14,0.16,0.02,0,0,0,-287.5,0
Share Issuance / Repurchase,0,0,0,0,0,0,0,281.75,0.03
Debt Issued / Paid,0.37,0,0,0.34,0.8,0.37,0,-0.04,0.04
Other Financing Activities,-,-,-,-,-0,-,0,6.95,-0.06
Financing Cash Flow,0.37,0,0,0.34,0.8,0.37,0,288.66,0.01
Net Cash Flow,-0.04,-0.07,-0.15,0.04,0.03,0.21,-0.69,0.77,0.01
Free Cash Flow,-0.88,-0.21,-0.32,-0.31,-0.77,-0.16,-0.69,-0.39,-0
Free Cash Flow Per Share,-0.02,-0.01,-0.01,-0.01,-0.02,-0.00,-0.02,-0.02,-
