Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,11.23,15.72,15.48,12.25,11.35,0.61,9.79,9.61,9.31,9.01,6.55,6.83,3.82,4.41,4.81,4.4,4.08,4.59,2.13,2.78,1,0.5,2.25,2.35,1.99,2.08,1.9,2.02,1.81,1.41,1.8,1.95,0.88,0.8,1.51,1.62,1.42,1.31,1.4,1.28,Upgrade
Depreciation & Amortization,2.1,2.27,2.03,2.02,1.91,1.67,1.56,1.56,1.58,1.69,1.59,1.58,1.59,1.55,1.52,1.52,1.49,1.11,1.01,0.83,0.67,0.42,0.39,0.38,0.39,0.44,0.45,0.44,0.46,0.44,0.41,0.41,0.33,0.32,0.34,0.33,0.32,0.26,0.38,0.4,Upgrade
Share-Based Compensation,0.25,0.45,0.24,0.29,0.17,0.16,0.23,0.17,0.13,0.12,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0.08,0.07,0.06,0.06,0.08,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,Upgrade
Other Operating Activities,-0.63,-0.05,4.41,-1.8,-2.52,21.9,1.99,3.38,2.24,4.36,-8.28,-8.68,-6.4,-5.41,0.65,-8.66,-2.87,-1.15,-1.88,-1.62,1.15,1.43,2.29,-1.42,0.79,-0.44,-1.41,9.13,4.92,0.59,3.67,0.29,0.49,0.4,0.38,0.99,-0.09,-0.96,2.9,-5.64,Upgrade
Operating Cash Flow,12.95,18.39,22.16,12.76,10.91,24.34,13.56,14.73,13.27,15.17,-0.04,-0.17,-0.9,0.64,7.07,-2.65,2.78,4.69,1.37,2.04,2.88,2.42,4.96,1.32,3.2,2.1,0.96,11.6,7.19,2.66,5.98,2.74,1.79,1.61,2.31,3.02,1.74,0.7,4.77,-3.88,Upgrade
Operating Cash Flow Growth,18.66%,-24.47%,63.46%,-13.33%,-17.76%,60.44%,-,-,-,2278.21%,-,-,-,-86.41%,415.38%,-,-3.71%,93.69%,-72.33%,54.40%,-9.77%,15.38%,415.49%,-88.64%,-55.54%,-21.17%,-83.92%,323.01%,302.18%,65.77%,159.25%,-9.24%,3.00%,129.57%,-51.58%,-,-80.93%,-,-61.19%,-,Upgrade
Capital Expenditures,-0.89,-2.21,0.6,-1.12,-1.3,-0.35,-1.6,-0.83,-0.65,-0.68,-0.25,-0.6,-2.09,-1.03,-0.48,-0.46,-0.66,-0.56,-1.09,-4.53,-2.77,-2.32,-3.39,-0.39,1.43,-0.21,-0.25,-0.17,-0.15,-0.2,-0.23,-0.64,-0.39,-0.23,-0.1,-0.17,-0.5,-0.02,-0.05,-0.23,Upgrade
Acquisitions,0,-19.82,0,0,0,315.29,0,0,0,0,0,0,0,0,0,0,0,0,7.59,0,65.03,0,0,0,0,0,0,0,0,0,0,-0.02,8.12,0,0,0,0,0,0,0,Upgrade
Change in Investments,-92.7,-190.26,-181.29,-170.9,-143.03,-130.04,126.01,122.54,-261.2,151.57,-66.31,-612.07,-59.74,-0.25,-1.43,-20.25,-3.89,-56.52,27.59,-40.48,27.17,-52.64,-11.74,-41.44,-53.44,3.44,-25.77,-34.41,-30.28,-25.1,-9.36,-8.81,-2.68,3.15,-26.89,-19.37,1.14,-22.63,8.87,-15,Upgrade
Other Investing Activities,-,0.09,0.08,0.07,-,0.01,0.04,0.16,-,1.25,0.02,-,-,-,0.4,0.33,0.72,0.23,0.03,0.02,0.15,-,-,0.12,0.02,0.25,0.13,0.3,0.32,0.01,0.13,0.24,0.03,0.28,0.3,0.44,0.06,1.14,0.42,1.02,Upgrade
Investing Cash Flow,-93.59,-212.19,-180.61,-171.95,-144.33,184.91,124.45,121.87,-261.85,152.14,-66.55,-612.68,-61.83,-1.27,-1.5,-20.38,-3.83,-56.85,34.11,-44.99,89.58,-54.96,-15.13,-41.72,-52,3.48,-25.89,-34.28,-30.12,-25.29,-9.45,-9.24,5.07,3.2,-26.69,-19.11,0.71,-21.52,9.24,-14.22,Upgrade
Dividends Paid,-3.18,-3.18,-3.17,-3.19,-3.19,-2.29,-2.29,-2.28,-2.02,-1.51,-1.52,-1.52,-1.95,-1.53,-1.53,-1.52,-2.11,-1.27,-1.27,-0.92,-1.06,-0.55,-0.55,-0.55,-0.55,-0.51,-0.51,-0.51,-0.93,-0.51,-0.51,-0.42,-0.35,-0.7,-0.35,-0.35,-0.17,-0.52,-0.18,-0.17,Upgrade
Share Issuance / Repurchase,0.1,0.09,0.1,-2.86,0.08,0.08,0.08,70.31,-0.06,0.09,-0.17,-1.47,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.05,0.05,0.05,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,Upgrade
Debt Issued / Paid,-14.74,110.06,-7.59,-70.09,-6.59,-0.11,-196.97,-110.94,182.06,-93.21,-10.22,265.81,5.45,-42.07,-3.07,-8.56,-8.14,71.28,-32.6,-0.05,-34.67,13.56,-1.53,21.41,-0.06,-0.05,-16.55,-10.05,-31.66,14.83,-9.33,9.3,-0.01,-1.32,14.19,-10.97,4.67,29.54,-21.81,17.47,Upgrade
Other Financing Activities,99.75,53.04,27.01,-286.31,-12.2,-48.13,179.76,115.3,192.25,35.69,130.09,353.03,60.89,22.3,111.69,-5.78,58.15,-39.95,21,24.1,-21.13,6.81,39.21,15.58,36.51,-2.84,44.78,60.86,55.54,2.34,21.13,-5.21,-2.2,-8.16,13.9,25.24,-1.54,-12.81,10.79,-30.3,Upgrade
Financing Cash Flow,81.93,160,16.34,-362.46,-21.9,-50.44,-19.42,72.38,372.23,-58.94,118.19,615.84,64.46,-21.22,107.17,-15.79,47.96,30.14,-12.81,23.19,-56.8,19.86,37.18,36.47,35.94,-3.38,27.74,50.31,22.97,16.67,11.32,3.68,-2.54,-10.17,27.76,13.93,2.96,16.22,-11.18,-12.99,Upgrade
Net Cash Flow,1.29,-33.8,-142.11,-521.65,-155.32,158.81,118.6,208.98,123.65,108.37,51.6,3,1.73,-21.85,112.73,-38.82,46.9,-22.02,22.68,-19.77,35.66,-32.67,27.01,-3.93,-12.87,2.2,2.81,27.64,0.04,-5.95,7.85,-2.81,4.31,-5.37,3.37,-2.15,5.41,-4.59,2.82,-31.09,Upgrade
Free Cash Flow,12.06,16.18,22.76,11.64,9.61,24,11.96,13.89,12.62,14.49,-0.29,-0.77,-2.99,-0.39,6.59,-3.11,2.12,4.13,0.28,-2.5,0.11,0.1,1.57,0.92,4.63,1.9,0.71,11.43,7.03,2.46,5.76,2.1,1.39,1.37,2.2,2.85,1.24,0.68,4.71,-4.11,Upgrade
Free Cash Flow Growth,25.45%,-32.57%,90.36%,-16.20%,-23.82%,65.59%,-,-,-,-,-,-,-,-,2255.00%,-,1844.04%,3950.98%,-82.11%,-,-97.64%,-94.62%,120.11%,-91.92%,-34.22%,-23.09%,-87.65%,444.48%,404.52%,79.33%,161.12%,-26.24%,12.78%,103.25%,-53.23%,-,-85.98%,-,-60.49%,-,Upgrade
Free Cash Flow Margin,30.23%,36.14%,51.94%,29.90%,24.23%,69.23%,37.28%,44.27%,43.45%,44.81%,-1.12%,-3.22%,-14.90%,-1.78%,32.64%,-15.42%,11.02%,21.21%,1.56%,-18.73%,0.88%,0.95%,14.12%,8.66%,44.12%,18.09%,7.41%,119.90%,75.57%,27.51%,63.88%,22.63%,18.13%,19.33%,31.99%,39.27%,18.67%,9.98%,70.60%,-65.60%,Upgrade
Free Cash Flow Per Share,0.76,1.02,1.43,0.73,0.60,2.22,1.05,1.22,1.50,1.72,-0.03,-0.09,-0.35,-0.05,0.78,-0.37,0.25,0.49,0.03,-0.41,0.02,0.02,0.37,0.22,1.09,0.45,0.17,2.70,1.66,0.58,1.36,0.50,0.33,0.39,0.63,0.81,0.35,0.19,1.35,-1.18,Upgrade
