Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,3.27,-1.67,2.77,2.83,2.36,4.77,-0.65,-1.4
Other Operating Activities,-3.41,1.61,-3.03,-3.02,-2.35,-4.86,0.03,0.45
Operating Cash Flow,-0.14,-0.06,-0.26,-0.19,0.01,-0.08,-0.62,-0.95
Change in Investments,0,0,0,0,0,0,0,-309.45
Investing Cash Flow,0,0,0,0,0,0,0,-309.45
Share Issuance / Repurchase,0,0,0,0,0,0,0,303.26
Debt Issued / Paid,0,0,0,0,-0.12,0,0.12,-0.17
Other Financing Activities,-,-,-,-,-,-0.02,-,8.89
Financing Cash Flow,0,0,0,0,-0.12,-0.02,0.12,311.98
Net Cash Flow,-0.14,-0.06,-0.26,-0.19,-0.12,-0.1,-0.49,1.57
Free Cash Flow,-0.14,-0.06,-0.26,-0.19,0.01,-0.08,-0.62,-0.95
Free Cash Flow Per Share,-0.00,-0.00,-0.01,-0.01,-,-0.00,-0.02,-0.06
