Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,61.21,79.68,79.34,76.39,67.8,50.71,75.62,77.63,80.8,81.86,77.76,63.44,43.34,57.41,51.61,52.39,49.13,49.6,49.34,44.38,38.56,14.96,36.48,33.69,31.26,31.04,30.96,30.45,28.68,29.51,29.61,29.34,27.67,28.05,29.29,28.68,26.73,26.55,25.63,22.7,Upgrade
Depreciation & Amortization,9.26,9.54,9.45,8.89,8.6,8.98,7.64,7.68,7.74,7.91,7.83,7.69,7.37,7.45,7.06,6.3,6.27,6.21,5.73,5.57,4.78,4.38,4.3,4.25,4.32,4.46,4.69,4.59,4.53,4.95,4.24,4.21,3.94,4.12,3.85,3.55,3.4,3.79,3.36,2.91,Upgrade
Share-Based Compensation,1.74,1.15,1.14,1.31,1.77,0.91,1.03,0.92,1.49,0.8,0.84,0.8,1.2,0.92,4.7,0.65,1.2,0.6,0.66,0.68,1.19,1.5,0.43,0.41,0.61,0.41,0.4,0.46,0.58,1.06,0.04,0.35,0.25,0.06,0.22,-0.02,0.47,0.22,0.22,0.35,Upgrade
Other Operating Activities,25.97,29.55,44.16,51.72,0.19,94.14,42.94,56.11,57.71,-14.78,-109.84,39.49,-26.14,46.43,-34.63,-19.96,-10.29,56.79,12.55,0.67,3.41,55.45,0.57,4.57,57.58,28.65,32.67,-31.92,22.45,7.43,23.01,4.94,6.24,29.71,11.72,-10.42,23.33,30.94,77.41,10.96,Upgrade
Operating Cash Flow,98.18,119.91,134.08,138.31,78.36,154.74,127.23,142.34,147.75,75.79,-23.42,111.41,25.76,112.21,28.75,39.38,46.31,113.2,68.28,51.3,47.94,76.29,41.78,42.92,93.76,64.56,68.71,3.58,56.23,42.94,56.9,38.83,38.1,61.94,45.09,21.79,53.92,61.49,106.62,36.92,Upgrade
Operating Cash Flow Growth,25.30%,-22.51%,5.39%,-2.83%,-46.96%,104.17%,-,27.76%,473.50%,-32.46%,-,182.89%,-44.37%,-0.87%,-57.89%,-23.23%,-3.40%,48.38%,63.43%,19.53%,-48.87%,18.16%,-39.20%,1099.16%,66.73%,50.35%,20.76%,-90.78%,47.61%,-30.67%,26.20%,78.19%,-29.35%,0.72%,-57.71%,-40.97%,-58.22%,99.41%,453.62%,-3.42%,Upgrade
Capital Expenditures,-8.16,-6.33,-4.21,-8.83,-3.86,-5.25,-5.62,3.01,-1.57,-3.58,-3.28,-3.92,-0.94,-2.17,-2.35,-8.07,-3.81,-4.65,-2.69,-5.74,-5.56,-2.45,-2.5,-2.37,-2.81,-1.41,-1.84,-2.33,-2.73,-8.13,-2.7,-3.51,-3.89,-4.93,-3.85,-3.84,-1.77,-2.12,-3.69,-0.51,Upgrade
Acquisitions,-6.84,-8.1,-6.83,-9.68,-16.36,"1,614.88",-4.09,-3.69,-7.02,-4.11,-0.65,-4.43,40.82,-8.39,66.52,5.43,-0.58,-7.27,-7.61,-6.94,85.14,2.03,-6.36,-10.4,-3.87,-2.89,3.6,-0.65,0,-2.86,0,0,19.71,0,-2.11,0,0,0,14.03,12.12,Upgrade
Change in Investments,-16.65,65.09,-217.26,-700.26,-437.36,"-2,155.4","-1,447.65",-724.71,"-1,171.7",-677.18,-695.39,"-1,451.03",-760.01,-88.32,64.17,-146.71,81.6,-329.8,-82.67,-314.08,-191.87,-1.12,89.68,40.74,-77.34,-302.41,6.02,-30.69,-86.43,-134.97,-299.46,36.11,-282.76,-68.85,190.41,5.48,48.36,24.75,291.56,-161.86,Upgrade
Other Investing Activities,1.79,-,0.91,0,1.3,-,-,0.54,1.58,-,-,-,-,-,-,-,-,-,1.03,0.3,-,-,-,-,0.44,0.14,-,-,0.29,1.14,-,-,-,-,-,-,-,-,-,-,Upgrade
Investing Cash Flow,-29.87,50.66,-227.39,-718.77,-456.28,-545.77,"-1,457.36",-724.85,"-1,178.72",-684.87,-699.32,"-1,459.38",-720.13,-98.88,128.34,-149.35,77.21,-341.73,-91.94,-326.46,-112.29,-1.54,80.81,27.96,-83.57,-306.58,7.79,-33.67,-88.86,-144.81,-302.16,32.59,-266.94,-73.78,184.45,1.63,46.59,22.64,301.9,-150.25,Upgrade
Dividends Paid,-0.29,-73.13,-36.56,-36.56,-11.3,-70.85,-30.57,-29.61,-14.53,-57.26,-27.68,-27.67,-18.65,-53.5,-23.41,-22,-25.56,-43.95,-21.99,-19.44,-0.11,-16.39,-56.19,-16.1,-23.04,-30.65,-15.26,-15.25,-22.88,-28.88,-14.39,-13.63,-22.56,-26.32,-12.69,-11.94,0,-23.08,-11.05,-10.1,Upgrade
Share Issuance / Repurchase,0,0.14,0,0,0,0,0.1,0,0.16,0.2,0,0.16,0.63,2.9,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.32,0.85,1.39,Upgrade
Debt Issued / Paid,"1,519.3","1,152.14",43.64,509.65,28.82,-9.72,45.85,-1.57,-14.82,31.7,54.22,-174.15,477.71,55,-250.94,168.56,-192.4,276.6,-192.85,207.01,-207.63,108.86,-52.9,-72.13,-12.12,110.82,-132.3,-16.81,-57.55,47.03,31.93,14.6,25.89,-40.03,-188.45,-92.19,-139.79,-128.16,-235.76,395.74,Upgrade
Other Financing Activities,-459.78,"-1,272.95",96.04,85.98,359.52,560.4,742.43,656.45,"1,305.47",497.71,918.46,"1,823.79",177.16,-93.15,292.44,-7.91,93.18,-107.46,177.48,4.68,523.13,-187.43,-30.87,20.93,106.44,62.97,162.14,71.63,70.67,34.14,114.84,99.86,-33.43,238.5,51.33,121.37,45.32,-28.59,-40.33,-270.31,Upgrade
Financing Cash Flow,"1,059.23",-193.79,103.12,559.07,377.04,479.83,757.81,625.27,"1,276.28",472.34,945.01,"1,622.14",636.85,-88.75,18.09,138.65,-124.78,125.21,-37.36,192.25,315.4,-94.95,-139.97,-67.29,71.28,143.14,14.58,39.56,-9.77,52.29,132.38,100.83,-30.1,172.15,-149.8,17.24,-94.47,-183.16,-286.3,116.72,Upgrade
Net Cash Flow,"1,127.54",-23.22,9.81,-21.4,-0.88,88.8,-572.32,42.76,245.31,-136.74,222.27,274.17,-57.52,-75.42,175.18,28.68,-1.26,-103.31,-61.03,-82.92,251.04,-20.21,-17.38,3.59,81.46,-98.87,91.08,9.47,-42.39,-49.58,-112.88,172.25,-258.94,160.31,79.74,40.67,6.03,-99.03,122.23,3.4,Upgrade
Free Cash Flow,90.02,113.58,129.87,129.48,74.49,149.49,121.6,145.35,146.17,72.21,-26.7,107.49,24.82,110.04,26.4,31.31,42.5,108.55,65.59,45.56,42.38,73.84,39.27,40.54,90.95,63.15,66.87,1.25,53.51,34.82,54.2,35.32,34.21,57.01,41.24,17.95,52.15,59.38,102.93,36.41,Upgrade
Free Cash Flow Growth,20.84%,-24.02%,6.80%,-10.92%,-49.04%,107.02%,-,35.22%,488.88%,-34.38%,-,243.31%,-41.59%,1.38%,-59.75%,-31.28%,0.28%,46.99%,67.01%,12.38%,-53.41%,16.93%,-41.27%,3138.34%,69.98%,81.37%,23.38%,-96.46%,56.42%,-38.93%,31.44%,96.77%,-34.40%,-3.98%,-59.94%,-50.70%,-58.75%,112.03%,510.34%,4.11%,Upgrade
Free Cash Flow Margin,43.15%,50.17%,57.11%,58.00%,35.12%,77.05%,61.82%,73.91%,74.24%,34.06%,-13.36%,62.31%,16.72%,66.75%,15.13%,20.72%,29.59%,75.84%,45.88%,33.58%,35.14%,64.41%,33.66%,36.56%,87.16%,58.79%,62.91%,1.19%,53.30%,34.80%,55.29%,36.50%,37.17%,61.57%,44.18%,20.01%,60.84%,67.31%,122.08%,47.22%,Upgrade
Free Cash Flow Per Share,0.81,1.02,1.17,1.17,0.67,1.35,1.27,1.52,1.53,0.76,-0.28,1.13,0.27,1.19,0.29,0.36,0.50,1.28,0.78,0.54,0.52,0.95,0.50,0.52,1.19,0.82,0.88,0.02,0.70,0.46,0.72,0.47,0.46,0.76,0.55,0.24,0.70,0.80,1.39,0.50,Upgrade
