Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.64,2,0.94,3.67,6.04,1.76,-0,-0.01
Other Operating Activities,-1.9,-2.11,-0.96,-3.81,-6.19,-2.34,0.01,-0.01
Operating Cash Flow,-0.26,-0.1,-0.02,-0.13,-0.16,-0.58,0.01,-0.02
Share Issuance / Repurchase,0,0,0,0,0,186.51,0,0.03
Debt Issued / Paid,0,0,0,0,0,-0.07,0.04,0.04
Other Financing Activities,-,-,-,-,-0.01,8.73,-0.07,-
Financing Cash Flow,0,0,0,0,-0.01,195.16,-0.03,0.06
Net Cash Flow,-0.26,-0.1,-0.02,-0.13,-0.17,1.03,-0.02,0.04
Free Cash Flow,-0.26,-0.1,-0.02,-0.13,-0.16,-0.58,0.01,-0.02
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.01,-0.01,-0.10,0.00,-0.01
