Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,39.8,40.27,37.25,28.86,29.14,22.48,27.6,28.37,31.9,24.18,16.71,-33.07,13.23,22.27,26.94,26.1,22.93,26.85,30.88,21.44,26.16,9.29,22.72,22.77,18.19,17.66,20.58,17.06,16.09,17.42,18.64,18.19,12.84,14.5,14.66,14.72,14.03,11.86,12.25,14.1,Upgrade
Depreciation & Amortization,0,9.03,0,0,0,11.48,0,0,0,12.07,0,0,0,7.31,1.54,1.45,1.42,3.99,1.14,1.16,1.02,0.9,0.75,0.48,0.37,0.77,0.98,0.97,0.91,0.36,-0.39,-1.07,1.46,1.19,1.2,1.19,1.12,1.01,1.26,1.47,Upgrade
Share-Based Compensation,0,3.19,0,0,0,2.43,0,0,0,0.72,0,0,0,0.62,0.84,0.38,0.6,0.66,0.45,0.27,0.51,0.66,0.51,0.84,1,0.68,0.58,0.55,0.73,0.48,0.37,0.5,0.24,0.37,0.2,0.26,0.14,0.04,0.25,0.15,Upgrade
Other Operating Activities,2.11,-17.29,14.69,37.85,57.45,6.73,16.1,9.68,58.1,17.59,11.86,61.47,-73.19,15.43,4.58,0.51,5.51,11.33,-11.78,3.84,10.1,19.96,7.33,-2.28,10.75,5.3,6.25,-0.25,7.94,-19.32,17.81,-11.69,4.76,3.59,-1.37,5.23,7.08,5.25,8.94,15.04,Upgrade
Operating Cash Flow,41.9,35.2,51.94,66.71,86.6,43.11,43.7,38.04,90,54.55,28.57,28.39,-59.96,45.63,33.9,28.44,30.46,42.83,20.69,26.7,37.79,30.81,31.31,21.81,30.31,24.41,28.4,18.33,25.67,-1.06,36.42,5.93,19.29,19.65,14.69,21.41,22.37,18.16,22.7,30.77,Upgrade
Operating Cash Flow Growth,-51.61%,-18.36%,18.85%,75.34%,-3.78%,-20.97%,52.97%,33.99%,-,19.56%,-15.73%,-0.15%,-,6.53%,63.82%,6.50%,-19.40%,39.04%,-33.92%,22.42%,24.69%,26.18%,10.27%,19.01%,18.08%,-,-22.03%,209.07%,33.05%,-,147.95%,-72.30%,-13.75%,8.18%,-35.28%,-30.43%,54.73%,236.96%,-37.11%,17.48%,Upgrade
Capital Expenditures,-1.38,-1.08,-1.2,-0.82,-0.6,-1.5,-0.24,-1.12,-0.74,-1.05,-1.48,-1.43,-1.43,-1.07,-1.46,-0.79,-1.76,-1.58,-1.76,-0.49,-0.2,-1,-0.53,-2.02,-0.73,-0.78,-1.37,-0.89,-0.47,-1.19,-1.04,-1.6,-0.84,-1.86,-1.47,-1.26,-0.39,-0.22,-1.15,-0.31,Upgrade
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,0,0,63.76,0,0,0,0,0,0,4.54,4.4,0,0,0,0,0,0,0,0,0,0,-16.35,0,0,0,0,0,0,0,Upgrade
Change in Investments,-52.01,-90.9,-32.44,-149.42,-122.34,-95.39,-17.31,147.96,-18.77,102.77,224.84,-357.21,-124.21,-42.41,-169.37,-82.92,25.46,-136.23,-16.7,-73.36,23.82,54.05,-101.41,0.6,-165.78,-233.7,-22.38,-221.81,-135.27,-111.32,-123.9,-133.24,-26.55,-86.08,-107.61,-138.33,-100.04,-82.93,-83.67,-88.71,Upgrade
Other Investing Activities,-,-,0.21,-,-,-,0.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.28,-,-,-,-,-,-,-,-,-,-,Upgrade
