Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.79,2.97,4,2.49,8.7,-0.04,-0.01
Other Operating Activities,-1.95,-3.04,-4.09,-2.77,-9.53,0.05,0
Operating Cash Flow,-0.16,-0.07,-0.09,-0.28,-0.84,0.01,-0.01
Share Issuance / Repurchase,0,0,0,0,230.03,0,0
Debt Issued / Paid,0,0,0,0,-0.01,0,0
Other Financing Activities,-,-,-,-0.02,6.17,-,-
Financing Cash Flow,0,0,0,-0.02,236.19,0,0
Net Cash Flow,-0.16,-0.07,-0.09,-0.3,0.75,0.01,-0.01
Free Cash Flow,-0.16,-0.07,-0.09,-0.28,-0.84,0.01,-0.01
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.01,-0.08,0.00,-0.00
