Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Net Income,1.63,2.54,2.75,2.47,-1.1,4.91,-3.15,-0.58,0,-0.03
Other Operating Activities,-1.92,-2.7,-3.11,-2.65,1.95,-4.99,2.92,0,-,0.02
Operating Cash Flow,-0.29,-0.16,-0.36,-0.19,0.85,-0.08,-0.23,-0.58,0,-0.01
Change in Investments,407.42,0,0,0,0,0,0,-414,0,0
Investing Cash Flow,407.42,0,0,0,0,0,0,-414,0,0
Share Issuance / Repurchase,-407.05,0,0,0,-0.98,0,-0.01,415.76,0,0.03
Debt Issued / Paid,0.04,0.22,0.22,0,0,0,0,-0.01,0,0.01
Other Financing Activities,-,-,-,-,-,-,414,-414.42,-,-
Financing Cash Flow,-407.02,0.22,0.22,0,-0.98,0,413.99,1.33,0,0.03
Net Cash Flow,0.11,0.06,-0.14,-0.19,-0.12,-0.08,-0.24,0.75,0,0.03
Free Cash Flow,-0.29,-0.16,-0.36,-0.19,0.85,-0.08,-0.23,-0.58,0,-0.01
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.00,0.02,-0.00,-0.00,-0.01,-,-
