Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,2.53,-6.89,7.11,4.52,-1.25,0.32,-0,-0.01,-0
Other Operating Activities,-2.79,6.61,-7.28,-4.65,0.94,-0.91,-0.01,0.01,0
Operating Cash Flow,-0.26,-0.28,-0.17,-0.14,-0.32,-0.58,-0.01,0,0
Change in Investments,0.15,0,0,0,0,0,0,0,0
Investing Cash Flow,0.15,0,0,0,0,0,0,0,0
Share Issuance / Repurchase,0,0,0,0,0,197.43,0,0,0
Debt Issued / Paid,0,0,0,0,0,-0.16,0,0,0.1
Other Financing Activities,-,-,-,-,-,9.52,-,-0.02,-0.05
Financing Cash Flow,0,0,0,0,0,206.79,0,-0.02,0.05
Net Cash Flow,-0.11,-0.17,-0.17,-0.14,-0.32,0.93,-0.01,-0.02,0.05
Free Cash Flow,-0.26,-0.28,-0.17,-0.14,-0.32,-0.58,-0.01,0,0
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.01,-0.01,-0.06,-0.00,-,-
