Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,1.91,0.92,0.12,-0.21,-0.28,-0.26,-0,-0.01
Other Operating Activities,-1.96,-1.03,-0.17,0.11,0.21,-0.87,-0.02,0.01
Operating Cash Flow,-0.05,-0.11,-0.05,-0.1,-0.07,-1.12,-0.02,-0
Share Issuance / Repurchase,0,0,0,0,0,252,0,0
Debt Issued / Paid,0,0,0,0,-0.03,-0.29,0.33,0
Other Financing Activities,-,-,-,-,-,-0.28,-0.08,-0
Financing Cash Flow,0,0,0,0,-0.03,251.43,0.24,0
Net Cash Flow,-0.05,-0.11,-0.05,-0.1,-0.1,0.31,0.22,0
Free Cash Flow,-0.05,-0.11,-0.05,-0.1,-0.07,-1.12,-0.02,-0
Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.00,-0.00,-0.04,-0.00,-
