Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+6 Quarters
Net Income,-3.02,6.35,8.44,9.55,11.21,12.48,12.09,13.1,10.45,11.09,8.41,3.93,6.02,7.1,6.33,6.12,5.7,3.58,6.29,6.01,6.03,3.5,4.9,4,2.83,3.71,3.1,2.83,2.43,2.28,2.32,2.27,2.06,1.47,1.28,0.98,0.6,0.67,0.73,1.71,Upgrade
Depreciation & Amortization,1.06,1.98,2.14,-3.12,2.33,2.13,2.61,3.76,0.28,2.13,1.82,2.23,1.64,1.63,1.2,1.65,2.45,1.41,1.31,1.52,1.43,1.42,1.41,1.26,1.21,1.23,1.1,0.89,0.58,0.55,0.47,0.47,0.46,0.47,0.43,0.55,0.46,0.48,0.51,0.38,Upgrade
Share-Based Compensation,0.37,0.07,0.43,0.89,0.64,0.56,0.57,0.57,0.69,0.51,0.53,0.52,0.56,0.4,0.42,0.38,0.48,0.34,0.35,0.33,0.58,0.25,0.26,0.25,0.29,0.19,0.19,0.19,0.17,0.13,0.17,0.18,0.28,0.06,0.19,0.13,0.13,0.24,0.21,0.03,Upgrade
Other Operating Activities,7.49,0.54,10.77,11.89,16.68,-3.27,-13.82,-7.06,19.71,34.36,-31.57,4.94,-34.05,-11.85,-15.46,-36.21,-13.9,0.7,-0.5,-6.9,6.89,-7.18,7.67,-13.34,15.91,6.16,12.73,-13.83,4.81,-8.79,3.78,-2.86,7.15,-6.16,-7.44,-3.55,12.39,-12.12,24.86,7.45,Upgrade
Operating Cash Flow,5.9,8.95,21.78,19.22,30.86,11.9,1.45,10.36,31.13,48.09,-20.81,11.62,-25.84,-2.72,-7.52,-28.05,-5.28,6.02,7.45,0.97,14.92,-2,14.23,-7.83,20.23,11.29,17.11,-9.92,7.99,-5.83,6.74,0.05,9.95,-4.16,-5.54,-1.9,13.57,-10.73,26.31,9.57,Upgrade
Operating Cash Flow Growth,-80.89%,-24.80%,1400.69%,85.49%,-0.87%,-75.26%,-,-10.87%,-,-,-,-,-,-,-,-,-,-,-47.65%,-,-26.26%,-,-16.84%,-,153.34%,-,153.80%,-,-19.72%,-,-,-,-26.71%,-,-,-,-17.20%,-,-,-,Upgrade
Capital Expenditures,-2.7,-3.15,-1.73,-2.83,-9.81,-7.43,-8.76,0.11,-5.7,-6.99,-7.99,-5.72,-4.86,-0.52,-0.73,-1.29,-1.56,-1.06,-0.26,-0.46,-0.45,-0.7,-0.45,-0.19,-0.18,-0.31,-1.21,-1.39,-0.27,-0.31,-0.65,-1.27,-0.32,-0.23,-0.13,-0.53,-0.02,-0.62,0.76,-2.51,Upgrade
Change in Investments,-128.55,-232.17,-167.53,-198.23,19.86,79.74,34.52,-88.08,35.04,-17.37,27.63,-60.24,30.73,-101.74,-59.38,-0.45,-158.68,-226,-140.26,-166.89,-93.17,-207.54,-200.36,-288.64,-200.09,-67.76,-141.17,-184.87,-178.74,-95.16,-69.04,-76.82,-60.63,-47.53,-33.9,-50.64,-53.94,-27.92,-99.52,-41.4,Upgrade
Other Investing Activities,-1.32,-3.88,-,-,0.37,2.17,-,2.26,-,-,-,-,-,11.07,-,-,-,-,-10.17,-,-,-,-,-10,-,-6,-5,-,-,-,-,-,-,0.24,-,-,-,1.27,-,-,Upgrade
Investing Cash Flow,-132.57,-239.2,-169.27,-201.06,10.42,74.48,25.76,-85.71,29.34,-24.36,19.64,-65.96,25.88,-91.19,-60.11,-1.73,-160.24,-227.06,-150.69,-167.35,-93.62,-208.24,-200.81,-298.82,-200.28,-74.07,-147.39,-186.26,-179.01,-95.47,-69.69,-78.09,-60.94,-47.52,-34.03,-51.17,-53.97,-27.28,-98.75,-43.91,Upgrade
