Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30
Net Income,0.95,4.6,27.53,15.49,35.9,-28.76,-55.85
Other Operating Activities,1.88,-4.75,-27.63,-15.59,-36.1,26.9,55.85
Operating Cash Flow,2.83,-0.15,-0.11,-0.11,-0.2,-1.87,0
Change in Investments,-3.09,0,0,0,-0.03,0,0
Investing Cash Flow,-3.09,0,0,0,-0.03,0,0
Share Issuance / Repurchase,0,0,0,0,0,291.48,0
Debt Issued / Paid,0,0,0,0,0,-0.37,0
Other Financing Activities,-,-,-,-,-,-10.23,-
Financing Cash Flow,0,0,0,0,0,280.87,0
Net Cash Flow,-0.26,-0.15,-0.11,-0.11,-0.23,-8.5,9.76
Free Cash Flow,2.83,-0.15,-0.11,-0.11,-0.2,-1.87,0
Free Cash Flow Per Share,0.10,-0.01,-0.00,-0.00,-0.01,-0.06,-
