Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+57 Quarters
Net Income,21.99,28.48,27.17,25.05,20.7,33.33,26.57,22.12,16.66,14.33,16.34,9.18,2.35,3.08,12.38,2.66,14.67,11.38,16.08,15.55,14.86,11.5,14.92,14.46,13.78,14.42,13.12,14.15,14.8,14.83,13.96,13.98,11.05,5.93,21.8,11.04,10.99,9.93,10.39,9.49,Upgrade
Depreciation & Amortization,2.38,2.59,2.88,3.01,6.57,3.9,4.46,3.88,3.85,2.94,2.99,2.7,2.32,2.68,2.15,2.07,2.62,2.6,3.28,3.47,1.76,3.5,2.27,3.2,3.89,3.73,3.25,3.61,3.98,2.66,5.61,4.13,5.44,2.55,2.87,1.73,1.56,2.03,1.46,1.58,Upgrade
Share-Based Compensation,0.65,0.71,0.66,0.68,0.54,0.54,0.66,0.64,0.6,0.63,0.52,0.63,0.77,0.86,0.9,0.66,0.71,0.85,0.85,0.93,0.88,0.82,0.71,0.67,0.69,0.68,0.79,0.92,0.62,0.56,0.66,0.49,0.53,0.42,0.7,0.45,0.61,0.32,0.2,0.09,Upgrade
Other Operating Activities,11.11,15.14,18.99,1.81,-7.67,-9.51,-96.89,97.43,-14.51,2.03,-3.5,-12.84,18.83,-3.52,2.33,10.11,4.43,2.7,-0.15,0.59,1,10.01,6.96,-7.48,1.76,3.65,8.82,-13.63,-13.57,11.91,0.38,2.7,-22.37,-7.52,-27.66,-10.1,10.11,0.47,5.99,0.48,Upgrade
Operating Cash Flow,36.13,46.92,49.71,30.55,20.13,28.26,-65.2,124.07,6.6,19.93,16.35,-0.34,24.26,3.11,17.76,15.5,22.43,17.54,20.06,20.53,18.5,25.83,24.86,10.85,20.12,22.48,25.98,5.06,5.83,29.96,20.61,21.31,-5.35,1.38,-2.29,3.12,23.27,12.74,18.04,11.63,Upgrade
Operating Cash Flow Growth,79.44%,66.00%,-,-75.38%,204.97%,41.83%,-,-,-72.79%,541.18%,-7.93%,-,8.15%,-82.28%,-11.49%,-24.52%,21.26%,-32.10%,-19.30%,89.29%,-8.04%,14.93%,-4.33%,114.47%,244.82%,-24.97%,26.06%,-76.26%,-,2077.25%,-,583.35%,-,-89.20%,-,-73.19%,27.05%,1.77%,4.70%,-73.68%,Upgrade
Capital Expenditures,-0.62,-0.18,-0.35,-0.78,-0.62,-0.27,-0.44,-0.96,-1.01,1.14,-2.46,-1.03,-1.2,2.93,-1.4,3.98,-1.44,0.1,-2.83,-0.49,-0.48,-0.7,-0.42,0.68,-0.41,-1.71,2.38,-0.4,-0.99,0.02,0.12,-0.39,-0.9,-0.41,-0.13,-0.49,-0.12,-0.45,-0.26,-0.16,Upgrade
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.53,0.4,0,0,0,0,Upgrade
Change in Investments,-26.78,-178.53,-160.68,-334.1,-206.27,-293.66,18.74,-187.74,18.3,-67.21,-80.41,-318.87,62.45,-43.99,4.93,7.05,-16.62,-17.07,-53.06,-125.69,-112.06,-92.26,-147.97,-151.35,-127.76,-294.63,-6.39,-101.46,-93.24,-98.99,-163.9,61.01,181.43,-11.58,-7.16,-85.18,2.54,-232.39,32.02,-56.24,Upgrade
Other Investing Activities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.31,1.01,1.18,0.12,-7.53,1.44,2.06,5.36,-9.93,9.2,0.73,-,0.25,0.28,-,Upgrade
Investing Cash Flow,-27.4,-178.71,-161.03,-334.89,-206.88,-293.93,18.3,-188.69,17.29,-66.08,-82.87,-319.89,61.25,-41.05,3.53,11.04,-18.06,-16.96,-55.89,-126.17,-112.55,-92.95,-148.39,-150.67,-128.17,-298.65,-3.01,-100.68,-94.11,-106.5,-162.34,62.68,185.89,-21.92,120.44,-84.54,2.42,-232.6,32.05,-56.4,Upgrade
Dividends Paid,-7.62,-7.62,-7.62,-6.7,-6.69,-6.08,-3.68,-3.68,-3.07,-2.46,-2.45,-3.67,-7.38,-7.46,-7.47,-7.41,-7.44,-7.61,-7.78,-7.77,-7.76,-6.78,-6.78,-6.14,-6.11,-6.1,-6.1,-4.49,-8.96,-5.75,-4.8,0,-2.23,-2.23,-2.23,-2.23,0,-2.22,-2.22,0,Upgrade
Share Issuance / Repurchase,-0.3,-0.02,-0.12,-0.44,-0.13,-0.34,-4.97,-0.36,-1.04,-0.02,-0.03,-0.12,-2.37,-7.42,2.94,0,-0.42,-25.02,-11.14,-0.16,0.14,-0.15,0.11,-0.14,-0.64,0.78,-0.23,-0.01,0.32,0.03,-0.13,0.09,0.28,0.04,0.01,0.23,0.19,0.07,0.43,0.01,Upgrade
Debt Issued / Paid,0,250,-45,20,-99.8,-0.03,82.41,0,0,0,-101.81,-48.19,210,15,75,0,-55,-105,-110,50,70,40.09,90,-30,-167.27,260,-225,30,80,20,150,0,-150,40,3,-35.45,4.9,124.9,-0.1,-51.58,Upgrade
Other Financing Activities,32.97,-33.3,221.99,196.22,-3.1,56.73,99.71,120.01,234.82,80.72,-15.49,627.71,-116.89,8.82,-71.93,-58.11,72.94,132.81,187.89,48.43,29.45,49.64,39.84,176.01,273.43,38.53,181.92,89.3,-9.98,-8.72,78.76,-112.9,-4.85,-55.96,-45.69,38.27,-5.75,82.62,67.79,28.9,Upgrade
Financing Cash Flow,25.05,209.05,169.24,209.08,-109.72,50.29,173.47,115.97,230.71,78.24,-119.78,575.73,83.36,8.94,-1.46,-65.51,10.08,-4.82,58.97,90.5,91.83,82.81,123.16,139.74,99.41,293.21,-49.41,114.79,61.38,5.56,223.84,-112.81,-156.81,-18.15,-44.91,0.82,-0.66,205.36,65.91,-22.67,Upgrade
Net Cash Flow,33.78,77.26,57.92,-95.25,-296.47,-215.38,126.56,51.34,254.6,32.09,-186.29,255.5,168.87,-29,19.83,-38.98,14.45,-4.24,23.14,-15.14,-2.22,15.69,-0.37,-0.09,-8.64,17.04,-26.44,19.17,-26.9,-70.98,82.11,-28.82,23.73,-38.7,73.23,-80.6,25.03,-14.5,115.99,-67.44,Upgrade
Free Cash Flow,35.51,46.74,49.36,29.77,19.52,27.99,-65.64,123.11,5.59,21.07,13.89,-1.36,23.06,6.04,16.36,19.48,20.99,17.64,17.23,20.05,18.02,25.14,24.44,11.53,19.71,20.77,28.36,4.66,4.84,29.98,20.74,20.92,-6.25,0.97,-2.42,2.63,23.15,12.29,17.78,11.47,Upgrade
Free Cash Flow Growth,81.95%,67.00%,-,-75.82%,249.08%,32.87%,-,-,-75.76%,248.64%,-15.09%,-,9.88%,-65.76%,-5.06%,-2.81%,16.48%,-29.81%,-29.51%,73.89%,-8.56%,21.05%,-13.81%,147.65%,306.81%,-30.74%,36.76%,-77.75%,-,3006.94%,-,696.27%,-,-92.15%,-,-77.09%,27.42%,0.21%,3.35%,-73.95%,Upgrade
Free Cash Flow Margin,55.44%,64.95%,69.09%,44.59%,32.07%,37.45%,-94.15%,199.26%,10.41%,41.63%,26.35%,-3.34%,66.93%,15.15%,33.17%,57.27%,41.96%,36.08%,33.56%,39.34%,35.80%,46.72%,45.71%,21.98%,39.69%,41.55%,57.05%,9.15%,10.29%,56.07%,38.94%,41.32%,-12.51%,2.14%,-4.60%,7.19%,63.22%,38.67%,51.48%,33.83%,Upgrade
Free Cash Flow Per Share,1.17,1.54,1.63,0.98,0.65,0.91,-2.15,4.04,0.18,0.69,0.46,-0.04,0.76,0.20,0.53,0.64,0.68,0.57,0.54,0.62,0.56,0.78,0.76,0.36,0.62,0.65,0.89,0.15,0.15,0.94,0.65,0.66,-0.20,0.03,-0.08,0.08,0.73,0.39,0.56,0.36,Upgrade
