Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,2.32,2.22,5.25,7.9,2.06,7.93,-4.85,0.41,-1.13
Other Operating Activities,-2.37,-2.3,-5.34,-8.21,-2.29,-8.32,4.57,-0.75,0.28
Operating Cash Flow,-0.05,-0.08,-0.09,-0.32,-0.23,-0.38,-0.28,-0.34,-0.85
Change in Investments,0,0,0,0,0,0,0,0,-400
Investing Cash Flow,0,0,0,0,0,0,0,0,-400
Share Issuance / Repurchase,-390.41,0,0,0,0,0,0,0,392.03
Other Financing Activities,-0,-,-,-0.07,-,-,-,-0.04,10.75
Financing Cash Flow,-390.42,0,0,-0.07,0,0,0,-0.04,402.77
Net Cash Flow,-0.05,-0.08,-0.09,-0.39,-0.23,-0.38,-0.28,-0.38,1.92
Free Cash Flow,-0.05,-0.08,-0.09,-0.32,-0.23,-0.38,-0.28,-0.34,-0.85
Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.05
