Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,5.8,52.53,48.69,39.81,47.06,43.56,45.34,47.94,52.85,46.49,42.81,35.25,40.13,42.88,39.22,45.02,41.95,40.82,43.11,44.61,40.11,72.03,35.24,17.19,26.26,26.39,27.16,25.86,24.4,20.07,25.02,23.84,22.3,23.13,22.37,23.68,22.17,15.48,21.99,21.12,Upgrade
Depreciation & Amortization,7.2,7.5,7.68,7.72,7.53,7.57,7.72,7.36,7.52,7.66,7.63,7.52,7.83,8.17,8.16,7.84,8.06,8.38,8.43,8.63,8.92,9.08,9.33,8.49,6.56,5.06,5.08,5.12,5.13,4.44,4.23,4.27,4.27,4.38,4.44,4.45,4.54,4.36,4.33,4.21,Upgrade
Share-Based Compensation,2.27,1.69,1.86,2.3,1.89,1.5,1.59,1.57,1.67,1.77,1.42,1.28,1.95,1.29,1.24,1.37,1.39,1.46,1.21,1.68,1.72,1.15,1.26,1.32,1.41,1.39,1.17,1,1.22,1.04,1.01,1,1.15,0.92,0.99,0.91,1.18,0.95,0.91,0.89,Upgrade
Other Operating Activities,62.1,9.85,-14.1,-2.86,-4.53,-3.11,10.3,-30.61,-0.23,-1.67,-21.97,24.61,-23.22,21.18,-9.56,1.09,-16.79,2.97,2.21,-3.08,10.25,-31.44,0.95,22.42,8.43,-0.9,0.32,10.81,-3.45,12.37,-2.6,2.86,-5.7,2.59,5.05,1.27,0.03,10.47,-11.03,7.98,Upgrade
Operating Cash Flow,77.37,71.56,44.12,46.98,51.94,49.52,64.95,26.27,61.81,54.25,29.88,68.66,26.69,73.52,39.06,55.32,34.61,53.63,54.96,51.83,60.99,50.82,46.77,49.42,42.66,31.94,33.73,42.79,27.3,37.91,27.67,31.97,22.01,31.03,32.85,30.31,27.93,31.25,16.2,34.21,Upgrade
Operating Cash Flow Growth,48.97%,44.51%,-32.07%,78.84%,-15.97%,-8.71%,117.34%,-61.74%,131.55%,-26.21%,-23.50%,24.13%,-22.87%,37.08%,-28.93%,6.72%,-43.25%,5.53%,17.51%,4.87%,42.96%,59.09%,38.67%,15.49%,56.24%,-15.75%,21.89%,33.87%,24.03%,22.20%,-15.75%,5.47%,-21.17%,-0.73%,102.73%,-11.40%,29.75%,54.29%,-55.28%,48.42%,Upgrade
Capital Expenditures,-2.44,-2.4,-3.11,-2.77,-2.21,-2.98,-4.51,-4.81,-0.88,-5.67,-4.09,-1.62,-3.02,-0.66,-1.06,-2.74,-1.23,-3.74,-3.61,-3.74,-1.56,-3.12,-2.31,-3.3,-2.09,-4.61,-2.26,-2.93,-2.64,-3.22,-3.37,-2.49,-3.32,-5.54,-4.01,-2.43,-1.4,-2.63,-3.87,-4.85,Upgrade
Acquisitions,-2.06,-1.26,0,2.81,-2.71,-0.65,-26.43,-2.9,0,-1.47,0,34.36,0,-1.64,-3.45,0,-1.2,0,0,-1.39,-1.54,-2.75,0,-41.89,-63.52,0,0,0,-0.58,25.51,0,0,0,0,0,0,-0.92,291.98,0,0,Upgrade
Change in Investments,600.57,-250.15,-279.56,-341.43,"-1,256.19",-660.34,-401.66,-11.52,-414.11,-313.4,127.7,-283.95,52.44,-706.32,-62.19,568.98,52.85,20.93,-46.86,24.23,34.77,61.65,69.33,80.49,37.1,-14.58,-8.19,-81.62,-7.71,169.3,-56.14,-360.31,-40.12,3.32,-42.86,-43.71,-234.68,206.07,-243.13,-43.44,Upgrade
Other Investing Activities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,-,-,-,-,-,-,-,-,1.78,-,0.65,-,2.48,-,0.1,-,-0.1,-,1.1,-,-,-,-,-,-,Upgrade
Investing Cash Flow,596.07,-253.82,-282.67,-341.39,"-1,261.11",-663.97,-432.6,-19.23,-414.98,-320.54,123.62,-251.21,49.42,-708.62,-65.11,566.24,50.42,17.19,-50.46,19.1,31.67,55.79,67.02,37.08,-28.51,-18.55,-10.46,-82.07,-10.92,191.69,-59.51,-362.89,-43.45,-1.13,-46.87,-46.14,-237,495.42,-247,-48.29,Upgrade
Dividends Paid,-23.71,-23.71,-23.23,-23.22,-23.24,-23.23,-22.66,-22.61,-22.55,-22.54,-21.98,-21.34,-21.27,-21.23,-19.63,-19.58,-19.81,-19.49,-17.4,-17.33,-17.28,-17.25,-16.21,-14.66,-14.19,-14.17,-13.67,-13.61,-13.61,-12.69,-12.22,-12.19,-12.17,-12.19,-11.37,-11.33,-11.29,-11.26,-10.8,-10.73,Upgrade
Share Issuance / Repurchase,-10.45,0.04,0.23,-12.59,-3.11,-4.24,0.41,1.28,7.26,1.58,1.05,6.57,6.4,4.55,4.55,3.45,0.96,5.91,2.13,7.63,3.04,2.94,2.46,1.96,3.96,2.2,4.47,3.34,5.95,12.48,4.18,4.49,-3.94,0.47,0.52,0.76,4.84,3.17,4.71,2.45,Upgrade
