Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+5 Quarters
Net Income,7.51,-1.22,3.85,7.35,5.71,3.14,8.28,10.51,8.17,8.2,21.63,22.81,-20.96,8.76,6.86,8.22,7.01,4.93,19.46,19.05,13.85,8.49,9.06,7.28,9.63,9.07,8.59,8.13,5.53,-14.78,1.43,5.75,4.77,3.59,4.56,5.02,6.37,6.34,6.02,3.17,Upgrade
Other Operating Activities,14.26,9.1,-3.97,41.81,9.37,-115.89,-26.36,-35.88,57.84,-97.75,-51.21,16.25,36.43,-58.78,-13.7,-56.79,3.45,29.47,15.81,-44.58,-26.93,-4.38,2.9,-4.3,-21.5,-3.22,18,-1.69,-10.3,-33.1,13.43,7.14,6.35,-71.54,16.25,-60.71,-43.31,4.63,-2.61,-13.02,Upgrade
Operating Cash Flow,21.76,7.88,-0.12,49.16,15.08,-112.74,-18.09,-25.37,66.01,-89.56,-29.57,39.06,15.47,-50.02,-6.84,-48.57,10.46,34.4,35.28,-25.53,-13.08,4.1,11.96,2.98,-11.87,5.85,26.59,6.44,-4.76,-47.88,14.86,12.89,11.12,-67.95,20.81,-55.69,-36.94,10.97,3.41,-9.86,Upgrade
Operating Cash Flow Growth,44.36%,-,-,-,-77.16%,-,-,-,326.68%,-,-,-,47.93%,-,-,-,-,738.26%,194.94%,-,-,-29.86%,-55.03%,-53.75%,-,-,78.93%,-50.05%,-,-,-28.60%,-,-,-,510.38%,-,-,-81.28%,-,-,Upgrade
Dividends Paid,-8.25,-9.42,-8.25,-7.75,-7.72,-9.89,-5.54,-7.08,-7.29,-9.86,-7.29,-7.29,-7.29,-11.3,-7.29,-7.29,-7.29,-7.29,-7.08,-7.29,-7.29,-7.08,-6.5,-6.3,-6.5,-6.5,-6.5,-6.5,-6.5,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.23,-5.32,-5.13,-5.31,Upgrade
Share Issuance / Repurchase,0,0,0,0.17,-0.05,33.56,1.44,1.9,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,30.3,0,0,0,0,0,43.98,0,0,0,0,0,0,0,0,0,0,Upgrade
Debt Issued / Paid,-17.52,8.46,9.1,-44.24,-8.2,97.23,21.44,23.87,-50.75,93.85,38.9,-38.95,-7.65,68.62,-14.1,69.4,0,-18.5,-19.3,32.8,0,0,-7.25,-2.34,9.59,11.75,-21.25,4.5,3,13.5,-12,0,-5,72.5,-9,42,-25,25,-26.25,-30,Upgrade
Other Financing Activities,-,-,0,-,-0.58,-1.99,-0.43,-0.03,-0.02,-1.43,-,-,-,-1.91,0,-0.03,-0,-1.48,-0.85,-,-,-,-0.01,-1.03,-,-,-,-,-,-2.74,-0.2,-0.07,-0.56,-,-0.81,-,-,-0,-1.11,-0.14,Upgrade
Financing Cash Flow,-25.77,-0.95,0.85,-51.82,-16.56,118.93,16.91,18.66,-57.48,82.56,31.61,-46.24,-14.94,55.41,-21.39,62.08,-7.3,-27.27,-27.23,25.51,-7.29,-7.08,-13.77,20.63,3.09,5.25,-27.74,-2,-3.5,49.42,-17.52,-5.39,-10.88,67.18,-15.13,36.68,-30.23,19.68,-32.49,-35.45,Upgrade
Net Cash Flow,-4.02,6.95,0.72,-2.68,-1.2,5.9,-1.19,-6.71,8.53,-6.98,2.04,-7.18,0.52,5.38,-28.23,13.5,3.16,7.14,8.04,-0.02,-20.36,-2.98,-1.81,23.6,-8.78,11.1,-1.15,4.44,-8.26,1.54,-2.66,7.5,0.24,-0.76,5.69,-19.01,-67.17,30.65,-29.08,-45.31,Upgrade
