Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,5.33,-1.24,2.81,3.22,8.41,-4,2.23,-0.01,-0.03
Other Operating Activities,-5.47,1.27,-2.94,-3.26,-8.75,3.86,-3.15,0.01,0.03
Operating Cash Flow,-0.14,0.03,-0.13,-0.05,-0.34,-0.14,-0.92,0,0
Share Issuance / Repurchase,0,0,0,0,0,0,289.02,0,0
Debt Issued / Paid,0,0,0,0,0,0,-0.03,0,0.03
Other Financing Activities,-,-0.09,-,-,-,-0.03,-6.14,-,-
Financing Cash Flow,0,-0.09,0,0,0,-0.03,282.85,0,0.03
Net Cash Flow,-0.14,-0.05,-0.13,-0.05,-0.34,-0.17,1.03,0,0.03
Free Cash Flow,-0.14,0.03,-0.13,-0.05,-0.34,-0.14,-0.92,0,0
Free Cash Flow Per Share,-0.01,0.00,-0.00,-0.00,-0.01,-0.01,-0.03,-,-
