Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,2.84,2.49,1.88,3.37,1.33,4.07,2.08,0.34
Other Operating Activities,-3.11,-2.7,-2.07,-3.71,-1.59,-4.41,-3.65,-0.31
Operating Cash Flow,-0.27,-0.21,-0.19,-0.34,-0.26,-0.34,-1.57,0.03
Change in Investments,0,0,0,0,0,0,-19.22,-300
Investing Cash Flow,0,0,0,0,0,0,-19.22,-300
Share Issuance / Repurchase,0,0,0,0,0,0,19.61,293.25
Debt Issued / Paid,0.25,0.25,0,0.5,0,0,0,0
Other Financing Activities,-,-,-,-,-,-,-0.4,9
Financing Cash Flow,0.25,0.25,0,0.5,0,0,19.22,302.25
Net Cash Flow,-0.02,0.04,-0.19,0.16,-0.26,-0.34,-1.57,2.28
Free Cash Flow,-0.27,-0.21,-0.19,-0.34,-0.26,-0.34,-1.57,0.03
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.04,0.00
