Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,-1.22,-0,-0.05,-0.49,-0.3,-0.01,0,-0.01
Other Operating Activities,1,-0.21,-0.08,0.21,-0.27,0.01,-,0.01
Operating Cash Flow,-0.22,-0.21,-0.13,-0.28,-0.57,0,-,-
Share Issuance / Repurchase,-210.16,0,0,0,0,0,-,-
Debt Issued / Paid,0.22,0,0,0,0,0,-,-
Other Financing Activities,0.01,-,-,-0.01,-,-,-,-
Financing Cash Flow,-209.93,0,0,-0.01,0,0,-,-
Net Cash Flow,-0.19,-0.21,-0.13,-0.29,0.82,0,-,-
Free Cash Flow,-0.22,-0.21,-0.13,-0.28,-0.57,0,-,-
Free Cash Flow Per Share,-0.01,-0.01,-0.00,-0.01,-0.06,-,-,-
