Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,0.11,0.15,0.03,-0.17,-0.12,-0.16,-0.13,-0
Other Operating Activities,-0.26,-0.21,-0.19,0.01,-0.01,0.12,-0.05,0
Operating Cash Flow,-0.15,-0.06,-0.17,-0.16,-0.14,-0.03,-0.19,0
Change in Investments,-0.28,24.14,0.04,0,0,0,-57.5,0
Investing Cash Flow,-0.28,24.14,0.04,0,0,0,-57.5,0
Share Issuance / Repurchase,0,-24.53,0,0,0,0,58.45,0.03
Debt Issued / Paid,0.35,0.58,0.1,0,0,0,-0.39,0
Financing Cash Flow,0.35,-23.94,0.1,0,0,0,58.06,0.03
Net Cash Flow,-0.07,0.14,-0.02,-0.16,-0.13,-0.03,0.38,0.03
Free Cash Flow,-0.15,-0.06,-0.17,-0.16,-0.14,-0.03,-0.19,0
Free Cash Flow Per Share,-0.03,-0.01,-0.02,-0.02,-0.02,-0.01,-0.03,-
