Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,0.34,0.53,-0.24,-0.35,-0.41,-0.36,-0.31
Other Operating Activities,-0.29,-0.58,0.09,0.28,0.31,0.32,-1.54
Operating Cash Flow,0.05,-0.05,-0.15,-0.07,-0.1,-0.04,-1.85
Share Issuance / Repurchase,0,0,0,0,0,0,284.07
Debt Issued / Paid,0,0,0,0,0,0,-0.03
Other Financing Activities,-0.07,-,-,-,-0.01,-0.71,-5.6
Financing Cash Flow,-0.07,0,0,0,-0.01,-0.71,278.43
Net Cash Flow,-0.02,-0.05,-0.15,-0.07,-0.11,-0.74,1.59
Free Cash Flow,0.05,-0.05,-0.15,-0.07,-0.1,-0.04,-1.85
Free Cash Flow Per Share,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.11
