Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.26,-0.08,-0.25,-,-0,-0,-0.01,-0
Other Operating Activities,-0.37,-0.15,-0.1,-,-0,-,0,-
Operating Cash Flow,-0.1,-0.23,-0.34,-,-0,-0,-0.01,-0
Share Issuance / Repurchase,0,0,0,-,0,0,0,0.03
Debt Issued / Paid,0,0,0,-,0.03,0,0.05,0.07
Other Financing Activities,-,-,-,-,-0.04,-,-0.04,-0.06
Financing Cash Flow,0,0,0,-,-0.01,0,0.01,0.04
Net Cash Flow,-0.1,-0.23,-0.34,-,-0.01,-0,0,0.04
Free Cash Flow,-0.1,-0.23,-0.34,-,-0,-0,-0.01,-0
Free Cash Flow Per Share,-0.02,-0.04,-0.06,-,-,-,-0.00,-0.00
