Metrics,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,-2.38,0.47,-1.52,-1.86,1.29,-1.86,3.57,-2.24
Share-Based Compensation,0,0,0,0.16,0,0.16,0,0.42
Other Operating Activities,1.93,-1.06,1.09,1.52,-1.74,1.32,-4.62,2.46
Operating Cash Flow,-0.46,-0.59,-0.43,-0.18,-0.46,-0.39,-1.06,0.64
Change in Investments,-0.72,-0.24,151.73,0,0,0,0,0
Investing Cash Flow,-0.72,-0.24,151.73,0,0,0,0,0
Share Issuance / Repurchase,0,0,-152.45,0,0,0,0,197.25
Debt Issued / Paid,0,0.55,2.87,0,0,0,-0.59,0.23
Other Financing Activities,-,-0.34,-0.03,-,-0.03,-,-,8.24
Financing Cash Flow,0,0.21,-149.61,0,-0.03,0,-0.59,205.72
Net Cash Flow,-1.18,-0.62,1.68,-0.18,-0.48,-0.39,-1.65,3.1
Free Cash Flow,-0.46,-0.59,-0.43,-0.18,-0.46,-0.39,-1.06,0.64
Free Cash Flow Per Share,-0.05,-0.07,-0.02,-0.01,-0.02,-0.02,-0.04,0.26
