Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.12,0.73,1.51,1.39,-0,-0,-0.01
Other Operating Activities,-1.22,-0.8,-1.7,-1.95,0,-0,0
Operating Cash Flow,-0.1,-0.08,-0.19,-0.56,-0,-0,-0
Change in Investments,147,0,0,-146.63,0,0,0
Investing Cash Flow,147,0,0,-146.63,0,0,0
Share Issuance / Repurchase,-146.41,0,0,148.85,0,0,0
Debt Issued / Paid,0,0,0,-0.1,-0,0,0.09
Other Financing Activities,-,-,-,-0.41,-0.03,-0.02,-
Financing Cash Flow,-146.41,0,0,148.34,-0.03,-0.02,0.09
Net Cash Flow,0.49,-0.08,-0.19,1.16,-0.03,-0.02,0.09
Free Cash Flow,-0.1,-0.08,-0.19,-0.56,-0,-0,-0
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.05,-,-0.00,-0.00
