Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.74,0.88,0.31,-1.74,-0.38,-0.68,0,-0,-0
Share-Based Compensation,0,0,0,0,0,0.14,0,0,0
Other Operating Activities,-0.95,-1.28,-0.51,1.51,-0.05,-0.29,-,-0,0
Operating Cash Flow,-0.21,-0.4,-0.2,-0.22,-0.43,-0.83,0,-0,-0
Change in Investments,0.07,0.19,0.28,0,0.04,-166.65,0,0,0
Investing Cash Flow,0.07,0.19,0.28,0,0.04,-166.65,0,0,0
Share Issuance / Repurchase,0,0,0,0,0,169.1,0,0,0.03
Debt Issued / Paid,0,0,0,0,0,-0.09,0.01,0,0.08
Other Financing Activities,-,-,-,-,-,-0.44,-0.01,-0.01,-0.09
Financing Cash Flow,0,0,0,0,0,168.58,0,-0.01,0.01
Net Cash Flow,-0.14,-0.21,0.09,-0.22,-0.39,1.1,0,-0.01,0.01
Free Cash Flow,-0.21,-0.4,-0.2,-0.22,-0.43,-0.83,0,-0,-0
Free Cash Flow Per Share,-0.01,-0.02,-0.01,-0.01,-0.02,-0.11,-,-,-
