Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,5.23,6.74,7.43,9.79,4.41,4.64,-8.27,-4.14
Other Operating Activities,-5.49,-6.87,-7.72,-10.02,-5.24,-4.8,8.05,2.9
Operating Cash Flow,-0.25,-0.12,-0.29,-0.23,-0.83,-0.17,-0.22,-1.24
Change in Investments,0.69,0.57,0,0,0,0,0,-552
Investing Cash Flow,0.69,0.57,0,0,0,0,0,-552
Share Issuance / Repurchase,0,0,0,0,0,0,0,541.95
Other Financing Activities,-,-,-,-,-,-,-0.01,13.53
Financing Cash Flow,0,0,0,0,0,0,-0.01,555.48
Net Cash Flow,0.44,0.44,-0.29,-0.23,-0.83,-0.17,-0.22,2.24
Free Cash Flow,-0.25,-0.12,-0.29,-0.23,-0.83,-0.17,-0.22,-1.24
Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.03
