Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,-0.1,0.94,0.1,-0.83,-0.15,-0.12,-0.06,0
Other Operating Activities,-0.05,-1.21,-0.46,0.52,-0.16,0.04,0.08,-0.04
Operating Cash Flow,-0.16,-0.27,-0.36,-0.31,-0.32,-0.08,0.02,-0.04
Change in Investments,0,187.13,0,0,0,0,-201,0
Investing Cash Flow,0,187.13,0,0,0,0,-201,0
Share Issuance / Repurchase,0,-186.63,0,0,0,-0.03,195.31,0
Debt Issued / Paid,0,0,0,0,0,0,-0.18,0.05
Other Financing Activities,-,-,-,-,-,-,7.38,-
Financing Cash Flow,0,-186.63,0,0,0,-0.03,202.51,0.05
Net Cash Flow,-0.16,0.23,-0.36,-0.17,-0.32,-0.1,1.52,0
Free Cash Flow,-0.16,-0.27,-0.36,-0.31,-0.32,-0.08,0.02,-0.04
Free Cash Flow Per Share,-0.02,-0.01,-0.01,-0.01,-0.01,-0.01,0.00,-0.01
