Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,2.54,1.38,2.25,2.53,1.35,2.5,-1.92,-0.09,-0
Other Operating Activities,-2.91,-1.51,-2.46,-2.82,-1.62,-2.66,1.79,-0.13,-
Operating Cash Flow,-0.38,-0.13,-0.2,-0.29,-0.27,-0.16,-0.13,-0.22,-0
Change in Investments,0.61,0,0,0,0,0,0,-345,0
Investing Cash Flow,0.61,0,0,0,0,0,0,-345,0
Share Issuance / Repurchase,0,0,0,0,0,0,0,347,0
Debt Issued / Paid,0,0,0,-0,0,0,0,-0.16,0.04
Other Financing Activities,-,-,-,-,-0.01,-,-0.04,-0.32,0.04
Financing Cash Flow,0,0,0,-0,-0.01,0,-0.04,346.51,0.08
Net Cash Flow,0.23,-0.13,-0.2,-0.29,-0.28,-0.16,-0.18,1.3,0.07
Free Cash Flow,-0.38,-0.13,-0.2,-0.29,-0.27,-0.16,-0.13,-0.22,-0
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.01,-0.01,-0.00,-0.00,-0.01,-
