Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.3,-1.94,1.03,0.02,-0.37,-0.4,-0.04,-0.04
Other Operating Activities,-1.62,1.84,-1.19,-0.31,0.18,-0.75,-,-
Operating Cash Flow,-0.32,-0.1,-0.16,-0.29,-0.2,-1.14,-0.04,-0.04
Change in Investments,-2.76,0,0,0,0,-281.52,0,0
Investing Cash Flow,-2.76,0,0,0,0,-281.52,0,0
Share Issuance / Repurchase,0,0,0,0,0,289.35,0,0.03
Debt Issued / Paid,3.06,0.1,0,0.2,0,-0.38,0.1,0.28
Other Financing Activities,-,-,-,-,-,-5.88,-0.05,-0.23
Financing Cash Flow,3.06,0.1,0,0.2,0,283.1,0.05,0.07
Net Cash Flow,-0.02,0,-0.16,-0.09,-0.2,0.43,0.01,0.03
Free Cash Flow,-0.32,-0.1,-0.16,-0.29,-0.2,-1.14,-0.04,-0.04
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.01,-0.01,-0.08,-0.01,-0.01
