Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,1.16,1.95,1.51,1.91,5.26,1.17,9.8,-4.71,-1.23
Other Operating Activities,-1.62,-2.09,-1.58,-2.12,-5.45,-1.23,-9.89,4.5,0.05
Operating Cash Flow,-0.45,-0.14,-0.07,-0.21,-0.19,-0.06,-0.09,-0.21,-1.18
Change in Investments,306.11,0,0,0,0,0,0,-22.79,-300.9
Investing Cash Flow,306.11,0,0,0,0,0,0,-22.79,-300.9
Share Issuance / Repurchase,-306.11,0,0,0,0,0,0,23.69,310.3
Debt Issued / Paid,0,0,0,0,0,0,0,-0,-0.15
Other Financing Activities,-0.03,-,-,-,-,-,-,-0.5,-6.44
Financing Cash Flow,-306.14,0,0,0,0,0,0,23.2,303.71
Net Cash Flow,-0.49,-0.14,-0.07,-0.21,-0.19,-0.06,-0.09,0.19,1.63
Free Cash Flow,-0.45,-0.14,-0.07,-0.21,-0.19,-0.06,-0.09,-0.21,-1.18
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.01,-0.01,-0.00,-0.00,-0.01,-0.10
