Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,488.65,671.71,65.37,-934.36,-51.74,853.13,188.07,774.11,573.69,828.9,452.73,921.77,"-1,405.76",511.1,205.64,497.3,576.43,-751.54,409.44,278.23,-64.31,434.88,-259.14,149.66,69.87,132.73,83.8,78.8,160.37,197.89,102.52,91.37,190.99,117.6,75.8,40.07,87.72,98.76,65.6,27.76,Upgrade
Depreciation & Amortization,0,366.95,0,0,0,336.39,0,0,0,307.07,0,0,0,269.24,0,0,0,227.85,0,0,0,203.87,0,0,0,194.15,0,0,0,200.99,0,0,0,203.58,0,0,0,190.07,0,0,Upgrade
Other Operating Activities,-204.47,-227.49,893.91,"1,422.48",466.61,-555.9,621.2,-297.06,-255.57,-678.37,320.12,-498.71,"1,471.44",-218.18,257.16,-266.86,-557.7,653.38,46.2,-28.37,121.98,-378.93,619.9,76.34,-57.92,-116.61,170.35,95.99,-264.94,-298.11,209.83,123.83,-168.16,-141.01,223.76,174.58,-65.3,-85.77,236.89,156.66,Upgrade
Operating Cash Flow,284.18,829.17,959.28,506.12,414.87,651.63,809.27,495.05,318.12,476,772.85,423.06,65.68,562.16,462.8,230.44,18.72,129.68,455.64,249.86,57.67,259.83,360.76,226,11.95,210.27,254.14,174.78,-104.57,100.77,312.35,215.2,22.83,180.16,299.56,214.65,22.42,203.06,302.49,184.42,Upgrade
Operating Cash Flow Growth,-31.50%,27.25%,18.54%,2.24%,30.41%,36.90%,4.71%,17.02%,384.37%,-15.33%,66.99%,83.59%,250.79%,333.50%,1.57%,-7.78%,-67.54%,-50.09%,26.30%,10.56%,382.77%,23.57%,41.95%,29.30%,-,108.67%,-18.64%,-18.78%,-,-44.07%,4.27%,0.26%,1.85%,-11.28%,-0.97%,16.39%,-59.65%,32.73%,124.40%,9.03%,Upgrade
Capital Expenditures,-37.18,-45.43,-98.74,-58.85,-51.7,-64.49,-25.02,-25.09,-30.65,-28.53,-22.1,-20.76,-29.91,-43.87,-44.06,-24.65,-10.8,-29.24,-25.26,-28.84,-23.26,-24.55,-14.52,-19.71,-15.86,-14.11,-14.93,-19.73,-14.9,-17.7,-23.11,-15.34,-23.61,-29.78,-34.4,-7.23,-10.73,-11.05,-10.26,-11.98,Upgrade
Acquisitions,0,26.87,-14,2.66,736.8,-276.23,-240.08,2.45,37.13,-6.28,0,-547.85,0,-219.71,-0.4,-15.83,-9.4,"-1,163.9",-3.51,0.01,-7.81,-839.67,-390.01,-198.22,-3.81,-1.77,0,-1.16,-4.6,-261.52,0,0,0,-2.78,-147.5,-15.08,-153.74,1.16,-21.11,44.29,Upgrade
Change in Investments,-69.66,-377.18,-789.53,-288.52,-720.88,175.02,-230.06,"-1,138.51","-1,089.57",-518.83,"-1,015.61",674.26,930.93,364.97,-91.75,-820.53,364.06,852.2,24.09,-322.07,-36.36,200.2,-124.41,616.42,60.78,-570.45,-27.48,-751.06,-217.16,510.87,144.52,-304.58,54.71,92.58,-254.24,-401.48,344.52,-314.39,140.75,707.42,Upgrade
Other Investing Activities,-1.7,8.87,22.31,-8.68,-14.2,-39.61,0,1.4,5.51,19.4,6.54,41.39,5.6,20.6,0.69,-2.76,-1.74,-3.1,-2.9,-26.49,-0.82,13.79,-2.06,0.64,-3.45,3.48,-2.89,-1.54,-0.19,-0.04,-1.25,0.93,-0.44,-0.88,-1.69,-0.18,0.38,-1.81,5.4,-0.05,Upgrade
Investing Cash Flow,-108.53,-386.88,-879.96,-353.39,-49.98,-205.31,-495.15,"-1,159.75","-1,077.59",-534.24,"-1,031.17",147.04,906.62,122,-135.51,-863.77,342.12,-344.02,-7.58,-377.4,-68.24,-650.23,-531,399.12,37.66,-582.84,-45.3,-773.49,-236.85,231.62,120.16,-318.99,30.66,59.14,-437.82,-423.97,180.45,-326.09,114.78,739.68,Upgrade
