Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,2.5,1.28,0.26,-0.27,-0.31,-0.48,0.44,-4.07,-0.01
Other Operating Activities,-2.5,-1.33,-0.33,-0.38,0.28,0.39,-0.58,3.44,0.01
Operating Cash Flow,-0,-0.05,-0.07,-0.65,-0.03,-0.09,-0.13,-0.62,0
Change in Investments,0,0,0,0,0,0,0,-325,0
Investing Cash Flow,0,0,0,0,0,0,0,-325,0
Share Issuance / Repurchase,0,0,0,0,0,0,0,318.5,7.78
Debt Issued / Paid,0,0,0.13,0.03,0,0,0,-0.01,0
Other Financing Activities,-,-,-,-,-,-,0,0.36,-0.13
Financing Cash Flow,0,0,0.13,0.03,0,0,0,318.85,7.65
Net Cash Flow,-0,-0.05,0.07,-0.63,-0.03,-0.09,-0.13,-6.77,7.65
Free Cash Flow,-0,-0.05,-0.07,-0.65,-0.03,-0.09,-0.13,-0.62,0
Free Cash Flow Per Share,-,-0.00,-0.00,-0.02,-0.00,-0.00,-0.00,-0.02,-
