Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,375,364,130,180,322,343,220,754,261,397,139,-835,-632,217,72,249,394,-165,278,230,293,481,157,231,295,290,327,-65,102,-201,182,170,109,208,208,116,59,-198,282,269,Upgrade
Depreciation & Amortization,0,509,0,0,0,515,0,0,0,734,0,0,0,943,0,0,0,912,0,0,0,874,0,0,0,841,0,0,0,955,0,0,0,899,0,0,0,871,0,0,Upgrade
Other Operating Activities,344,-251,"1,116",843,101,89,913,-345,-127,-677,712,946,961,-690,725,144,-313,80,966,"1,408",220,-575,422,"1,001",-296,-594,618,687,47,598,926,875,-67,-213,696,653,364,94,544,-374,Upgrade
Operating Cash Flow,719,622,"1,246","1,023",423,947,"1,133",409,134,454,851,111,329,470,797,393,81,827,"1,244","1,638",513,780,579,"1,232",-1,537,945,622,149,"1,352","1,108","1,045",42,894,904,769,423,767,826,-105,Upgrade
Operating Cash Flow Growth,69.98%,-34.32%,9.97%,150.12%,215.67%,108.59%,33.14%,268.47%,-59.27%,-3.40%,6.78%,-71.76%,306.17%,-43.17%,-35.93%,-76.01%,-84.21%,6.03%,114.85%,32.95%,-,45.25%,-38.73%,98.07%,-,-60.28%,-14.71%,-40.48%,254.76%,51.23%,22.57%,35.89%,-90.07%,16.56%,9.44%,-,-30.43%,1.99%,-17.07%,-,Upgrade
Capital Expenditures,-159,-223,-125,-191,-121,-155,-144,-96,-87,-126,-144,-207,-233,-298,-238,-282,-223,-264,-251,-250,-230,-296,-259,-265,-211,-265,-290,-603,-292,-108,-220,-774,-453,-978,-623,-394,-758,-430,-157,-548,Upgrade
Acquisitions,0,0,-63,0,0,28,0,469,0,-40,36,-472,0,3,0,-120,0,-20,104,-8,0,11,3,"-1,155",2,53,3,-25,220,-152,8,15,5,-447,"1,000",19,11,47,-124,19,Upgrade
Change in Investments,59,-188,-804,-438,-102,-710,-347,-615,383,-133,-620,-39,691,219,-288,178,584,-556,695,"-1,002",398,-46,-181,-380,495,-163,-418,-474,-91,-54,-290,-292,552,976,-135,-141,108,-928,-239,-70,Upgrade
Other Investing Activities,-34,-157,-1,30,36,74,-26,29,10,-7,-55,-34,-31,-111,-2,-32,-61,113,-28,-33,-112,-237,-96,-27,-13,34,-24,142,6,-34,-51,-77,-10,-56,-48,-6,2,-122,-52,-61,Upgrade
Investing Cash Flow,-134,-568,-993,-599,-187,-763,-517,-213,306,-306,-783,-752,427,-187,-528,-256,300,-727,520,"-1,293",56,-568,-533,"-1,827",273,-341,-729,-960,-157,-348,-553,"-1,128",94,-505,194,-522,-637,"-1,433",-572,-660,Upgrade
Dividends Paid,-15,-15,-15,-15,-16,-16,-16,-16,-17,-17,-17,-18,-18,-19,-19,-19,-19,-20,-20,-20,-20,-21,-21,-21,-21,-21,-21,-21,-21,-21,-23,-23,-23,-23,-24,-24,-24,-24,-24,-25,Upgrade
Share Issuance / Repurchase,-462,-118,-231,-248,-132,-311,-341,-204,-280,-245,-187,-33,-458,-408,-165,-161,-317,-137,-90,-302,-497,-210,0,-6,0,-19,-29,-53,-33,-648,-330,-220,-60,-225,-214,-164,-13,1,-47,-85,Upgrade
Debt Issued / Paid,36,-272,8,2,195,-39,-8,-33,86,-303,359,446,431,46,-66,158,-18,-91,-15,-2,-70,97,66,584,-91,-148,-147,476,15,-191,-84,297,-123,-274,-426,-26,461,866,39,632,Upgrade
