Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,1.38,1.39,1.72,3.88,1.13,1.78,4.31,2.2
Other Operating Activities,-1.54,-1.59,-1.88,-4.11,-1.38,-1.91,-4.51,-2.91
Operating Cash Flow,-0.17,-0.2,-0.16,-0.23,-0.25,-0.13,-0.2,-0.71
Change in Investments,0,0,0,0,0,0,0,-241.5
Investing Cash Flow,0,0,0,0,0,0,0,-241.5
Share Issuance / Repurchase,0,0,0,0,0,0,0,248.33
Debt Issued / Paid,0,0,0,0,0,0,0,-0.05
Other Financing Activities,-,-,-,-0.07,-0.04,-,-0,-4.59
Financing Cash Flow,0,0,0,-0.07,-0.04,0,0,243.7
Net Cash Flow,-0.17,-0.2,-0.16,-0.3,-0.29,-0.13,-0.2,1.49
Free Cash Flow,-0.17,-0.2,-0.16,-0.23,-0.25,-0.13,-0.2,-0.71
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.01,-0.01,-0.00,-0.01,-0.03
