Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,2.87,1.89,0.67,-0.44,-0.74,-0.8,0,-0
Other Operating Activities,-3.69,-3.13,-1.54,-0.46,-0.03,0.19,-,0
Operating Cash Flow,-0.83,-1.24,-0.86,-0.9,-0.78,-0.62,0,0
Change in Investments,0,0.67,0.16,0,0,-408.54,0,0
Investing Cash Flow,0,0.67,0.16,0,0,-408.54,0,0
Share Issuance / Repurchase,0,0,0,0,0,413.29,0,0
Debt Issued / Paid,0.3,0,0,0,-0,-0.12,0,0
Other Financing Activities,-,-,-,-,-,-0.56,-,-
Financing Cash Flow,0.3,0,0,0,-0,412.6,0,0
Net Cash Flow,-0.53,-0.57,-0.7,-0.86,-0.78,3.45,0,0
Free Cash Flow,-0.83,-1.24,-0.86,-0.9,-0.78,-0.62,0,0
Free Cash Flow Per Share,-0.01,-0.02,-0.01,-0.02,-0.01,-0.04,-,-
