Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,1.59,1.81,1.84,1.54,1.46,1.54,1.73,1.67,1.81,1.74,1.7,1.5,1.52,1.77,2.01,1.84,1.69,1.81,1.78,1.73,1.61,0.85,1.44,1.39,1.23,1.31,1.43,1.31,1.2,1.23,1.2,1.25,1.2,1.19,1.14,1.11,0.96,0.97,1.06,1.04,Upgrade
Depreciation & Amortization,0.09,0.08,0.09,0.09,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Share-Based Compensation,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,Upgrade
Other Operating Activities,0.03,-0.15,4.06,-1.69,0.11,3.33,5.6,1.22,0.06,0.22,-0.47,-6.16,-0.27,-0.07,-2.06,0.15,-1.21,2,1.31,-0.38,-0.8,1.33,-0.4,0.48,1.61,-0.54,2.2,-3.61,2.48,1.22,-0.43,-2.58,3.75,-0.9,-1.62,1.62,-1.6,1.11,4.72,0.05,Upgrade
Operating Cash Flow,1.73,1.77,6.02,-0.03,1.7,4.99,7.45,3.02,2,2.08,1.36,-4.52,1.37,1.78,0.04,2.07,0.55,3.87,3.16,1.41,0.88,2.25,1.11,1.93,2.9,0.84,3.69,-2.23,3.74,2.51,0.84,-1.26,5.02,0.36,-0.41,2.8,-0.58,2.15,5.86,1.16,Upgrade
Operating Cash Flow Growth,1.55%,-64.44%,-19.17%,-,-14.75%,139.99%,446.80%,-,45.97%,16.51%,3471.38%,-,148.64%,-53.94%,-98.79%,47.09%,-37.36%,72.33%,185.35%,-27.00%,-69.68%,166.30%,-69.99%,-,-22.43%,-66.42%,339.46%,-,-25.53%,603.39%,-,-,-,-83.36%,-,141.12%,-,-,-,-57.81%,Upgrade
Capital Expenditures,-0.1,-0.35,-0.1,-0.08,-0.03,-0.03,-0.07,-0.02,-0.03,-0.03,-0.07,-0,-0.08,-0.69,-1.03,-0.4,-0.07,-0.07,-0.09,-0.08,-0.05,-0.04,-0.03,-0.05,-0.01,-0.13,-0.04,0,-0.02,-0.04,-0.01,0,-0.09,0,-0.01,-0.07,-0.02,-0.05,-0.02,-0.04,Upgrade
Change in Investments,4.61,-2.32,-18.89,-19.7,-66.2,-14.66,-30.76,-10.6,-12.4,-0.34,-37.38,-46.75,4.46,-0.96,11.76,8.5,2.78,0.31,4.46,-4.47,14,-15.5,-3.23,-7.2,-3.71,-2.65,-6.2,-14.35,2.81,-6.12,-13.07,0.41,3.56,-11.47,-12.82,-6.63,-4.36,-18.05,-10.11,-12.58,Upgrade
Other Investing Activities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.09,-0,-,0.09,-,-,-,-,0.04,-,-,-,-,-,-,Upgrade
Investing Cash Flow,4.5,-2.67,-19,-19.78,-66.23,-14.69,-30.83,-10.62,-12.43,-0.37,-37.45,-46.75,4.38,-1.66,10.73,8.11,2.71,0.24,4.37,-4.55,13.95,-15.54,-3.26,-7.25,-3.73,-2.86,-6.25,-14.35,2.87,-6.16,-13.08,0.41,3.47,-11.43,-12.83,-6.7,-4.38,-18.1,-10.13,-12.62,Upgrade
Dividends Paid,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-1.49,-0.94,-0.94,-0.88,-0.88,-0.88,-1.44,-0.88,-0.88,-0.83,-1.38,-0.83,-0.75,-0.75,-0.75,-0.7,-0.7,-0.69,-0.69,-0.64,-0.64,-0.64,-0.64,-0.58,-0.58,-0.58,-1.03,-0.58,-0.58,-0.58,-0.58,-0.53,-0.53,Upgrade
Share Issuance / Repurchase,0,0,0,0.02,0.14,0.07,0.02,0.08,0.03,0.01,-0.22,-0.08,0,0,0.04,0.05,0.05,0,0.09,0.08,0.02,0.05,0.14,0.04,0.11,0.07,0.07,0.25,0.01,0.01,-0,0.11,0,0,0,0,0.03,0.04,0.03,0.04,Upgrade
Debt Issued / Paid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48,0,-3.5,-3,-2.7,9.68,0,0,0,0,0,Upgrade
Other Financing Activities,-11.08,20.56,-19.68,-5.98,-5.42,-13.6,109.93,28.22,22.45,3.04,-14.54,41.32,53.19,-8.01,3.39,8.43,-7,-0.66,0.7,-8.35,-12.2,16.34,0.25,0.33,13.44,7.12,-16.82,20.55,2.95,14.97,13.81,-3.01,10.54,-6.86,7.42,21.97,-5.36,6.74,-6.49,12.01,Upgrade
Financing Cash Flow,-12.02,19.61,-20.62,-6.9,-6.22,-14.47,109.01,26.81,21.54,2.11,-15.64,40.35,52.31,-9.45,2.55,7.6,-7.78,-2.04,-0.03,-9.01,-12.93,15.64,-0.3,-0.33,12.86,6.5,-17.39,20.16,2.32,13.86,13.22,-6.97,6.96,-10.58,16.52,21.39,-5.92,6.2,-7,11.52,Upgrade
Net Cash Flow,-5.79,18.72,-33.59,-26.72,-70.75,-24.17,85.63,19.21,11.11,3.83,-51.73,-10.92,58.06,-9.32,13.32,17.77,-4.51,2.07,7.5,-12.16,1.9,2.35,-2.46,-5.65,12.03,4.48,-19.95,3.59,8.93,10.21,0.98,-7.82,15.45,-21.65,3.29,17.49,-10.87,-9.75,-11.27,0.05,Upgrade
Free Cash Flow,1.63,1.43,5.92,-0.11,1.67,4.96,7.38,3,1.97,2.05,1.29,-4.52,1.29,1.09,-0.99,1.67,0.48,3.8,3.07,1.33,0.83,2.21,1.08,1.87,2.89,0.72,3.64,-2.23,3.71,2.47,0.83,-1.26,4.93,0.36,-0.42,2.73,-0.6,2.1,5.83,1.12,Upgrade
Free Cash Flow Growth,-2.64%,-71.25%,-19.78%,-,-15.08%,142.34%,471.70%,-,52.59%,87.47%,-,-,166.58%,-71.26%,-,26.02%,-41.65%,72.32%,185.31%,-29.11%,-71.24%,207.69%,-70.44%,-,-22.31%,-71.02%,338.44%,-,-24.74%,590.94%,-,-,-,-82.93%,-,143.19%,-,-,-,-58.97%,Upgrade
Free Cash Flow Margin,31.90%,25.87%,108.60%,-2.21%,33.94%,96.39%,139.29%,57.03%,36.43%,38.83%,25.04%,-93.62%,26.70%,21.67%,-19.08%,33.29%,9.99%,77.34%,63.59%,27.87%,18.03%,46.42%,24.09%,41.69%,67.98%,16.95%,82.55%,-52.15%,86.38%,58.84%,20.14%,-29.59%,120.15%,8.75%,-10.64%,70.41%,-16.46%,58.01%,157.23%,30.49%,Upgrade
Free Cash Flow Per Share,0.29,0.26,1.07,-0.02,0.30,0.90,1.33,0.54,0.36,0.37,0.23,-0.82,0.23,0.20,-0.18,0.30,0.09,0.69,0.56,0.24,0.15,0.40,0.20,0.34,0.53,0.13,0.67,-0.41,0.69,0.46,0.15,-0.23,0.91,0.07,-0.08,0.51,-0.11,0.39,1.08,0.21,Upgrade
