Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,0.34,2.85,2.67,2.53,1.74,-0.02,-0.03,-0.01
Other Operating Activities,-0.5,-2.89,-2.71,-3.47,-2.84,0.05,0.01,0
Operating Cash Flow,-0.15,-0.04,-0.05,-0.94,-1.1,0.03,-0.02,-0
Change in Investments,0,0,0,0,-221.49,0,0,0
Investing Cash Flow,0,0,0,0,-221.49,0,0,0
Share Issuance / Repurchase,0,0,0,0,224.29,0,0,0
Debt Issued / Paid,0,0,0,0,-0.28,0.14,0.03,0.01
Other Financing Activities,-,-,-,-,-0.24,-0.05,-0.01,-
Financing Cash Flow,0,0,0,0,223.77,0.09,0.03,0.01
Net Cash Flow,-0.15,-0.04,-0.05,-0.94,1.18,0.12,0.01,0.01
Free Cash Flow,-0.15,-0.04,-0.05,-0.94,-1.1,0.03,-0.02,-0
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.03,-0.05,0.00,-0.00,-
