Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,1.48,3.66,2.72,2.36,3.98,2.01,7.8,-1,-0.01
Other Operating Activities,-1.61,-3.71,-2.79,-2.45,-4.43,-2.37,-8.24,0.73,0.01
Operating Cash Flow,-0.13,-0.05,-0.07,-0.09,-0.45,-0.36,-0.44,-0.28,0
Share Issuance / Repurchase,0,0,0,0,0,0,0,276.92,6.6
Debt Issued / Paid,0.1,0,0.2,0,0,0,0,-0.17,0
Other Financing Activities,-,-,-0.07,-,-,-,276.02,-281.71,-
Financing Cash Flow,0.1,0,0.13,0,0,0,276.02,-4.97,6.6
Net Cash Flow,-0.03,-0.05,0.06,-0.09,-0.45,-0.36,-0.42,-5.24,6.6
Free Cash Flow,-0.13,-0.05,-0.07,-0.09,-0.45,-0.36,-0.44,-0.28,0
Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.00,-0.01,-0.02,-0.01,-0.03,-
