Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,0.18,-0.68,-0.08,-0.16,-0.18,-0.04,-0.01
Other Operating Activities,-0.49,0.45,-0.02,-0.03,-0.23,0.08,0.01
Operating Cash Flow,-0.31,-0.22,-0.1,-0.19,-0.41,0.04,0
Share Issuance / Repurchase,0,0,0,0,116.74,0,0
Debt Issued / Paid,0.09,0,0,0,-0.08,0,0
Other Financing Activities,0.05,-,-,-,-0.56,-,-
Financing Cash Flow,0.14,0,0,0,116.1,0,0
Net Cash Flow,-0.17,-0.22,-0.1,-0.19,0.75,0,0
Free Cash Flow,-0.31,-0.22,-0.1,-0.19,-0.41,0.04,0
Free Cash Flow Per Share,-0.02,-0.02,-0.01,-0.01,-0.07,0.01,-
