Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,2.25,0.77,2.04,2.95,8.31,-0.05,-0.03
Other Operating Activities,-2.34,-0.86,-2.17,-3.17,-9.13,0.04,0.02
Operating Cash Flow,-0.09,-0.09,-0.13,-0.22,-0.82,-0.01,-0.01
Share Issuance / Repurchase,0,0,0,0,257.64,-0.03,0.03
Debt Issued / Paid,0,0,0,0,-0.03,0.03,0
Other Financing Activities,-,-,-,-,-1.15,-,-0
Financing Cash Flow,0,0,0,0,256.46,0.01,0.02
Net Cash Flow,-0.09,-0.09,-0.13,-0.22,0.64,-0,0.01
Free Cash Flow,-0.09,-0.09,-0.13,-0.22,-0.82,-0.01,-0.01
Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.01,-0.06,-0.00,-0.00
