Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,2.53,2.05,2.31,4.72,1.01,4.99,6.39,-1.46
Other Operating Activities,-2.59,-2.4,-2.56,-5.04,-1.06,-5.07,-6.56,1.2
Operating Cash Flow,-0.06,-0.35,-0.25,-0.32,-0.05,-0.08,-0.17,-0.26
Change in Investments,0,0,0,0,0,0,0,-300
Investing Cash Flow,0,0,0,0,0,0,0,-300
Share Issuance / Repurchase,0,0,0,0,0,0,0,302
Debt Issued / Paid,0,0,0,0,0,0,0,-0.13
Other Financing Activities,-,-,-,-,-,-,-,-0.32
Financing Cash Flow,0,0,0,0,0,0,0,301.55
Net Cash Flow,-0.06,-0.35,-0.25,-0.32,-0.05,-0.08,-0.17,1.29
Free Cash Flow,-0.06,-0.35,-0.25,-0.32,-0.05,-0.08,-0.17,-0.26
Free Cash Flow Per Share,-0.00,-0.01,-0.01,-0.01,-0.00,-0.00,-0.00,-0.01
