Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,-2.73,2.94,2.3,4.3,6.12,-0.24,10.77,11.42,-6.69
Other Operating Activities,1.89,-2.96,-2.35,-4.42,-6.24,0.15,-10.82,-11.63,5.47
Operating Cash Flow,-0.84,-0.02,-0.05,-0.13,-0.11,-0.09,-0.05,-0.21,-1.22
Change in Investments,231.94,0,0,0,0,0,0,0,-304.75
Investing Cash Flow,231.94,0,0,0,0,0,0,0,-304.75
Share Issuance / Repurchase,-232.54,0,0,0,0,0,0,0,313.5
Debt Issued / Paid,1.35,0,0,0,0,0,0,0.01,-0.05
Other Financing Activities,-,-,-,-,-0.07,-,-,-0.03,-6.63
Financing Cash Flow,-231.19,0,0,0,-0.07,0,0,-0.03,306.83
Net Cash Flow,-0.09,-0.02,-0.05,-0.13,-0.18,-0.09,-0.05,-0.23,0.85
Free Cash Flow,-0.84,-0.02,-0.05,-0.13,-0.11,-0.09,-0.05,-0.21,-1.22
Free Cash Flow Per Share,-0.03,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.05
