Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Net Income,44.87,59.34,50.83,54.89,52.87,61.87,61.05,67.53,59.95,42.31,37.84,38.91,34.74,58.14,52.05,56.92,58.8,53.91,56.93,54.72,54.04,42.95,45.88,44.66,51.18,43.51,43.49,44.25,50.21,42.83,34.28,41.15,42.44,41.19,41.77,41.49,38.59,39.06,37.7,37.76,Upgrade
Depreciation & Amortization,8.79,8.33,8.48,8.19,8.21,8.26,8.07,8.16,8.08,8.37,8.24,8,7.88,7.7,7.59,7.41,7.18,3.88,3.72,3.45,3.34,3.22,3.27,3.29,3.28,3.14,3.14,3.29,3.31,3.24,3.16,3.19,3.19,3.16,3.11,3.09,3.09,3.06,2.96,3,Upgrade
Share-Based Compensation,2.95,4.13,3.77,4.11,4.22,3.87,3.98,3.92,3.11,2.25,1.64,2.16,2.02,1.71,2.28,2.27,2.8,1.95,2.19,2.37,2.63,2.04,2.04,2.17,3.64,1.53,1.67,1.14,1.29,1.32,1.92,1.85,1.52,1.8,1.98,1.96,1.46,0.96,1.39,1.41,Upgrade
Other Operating Activities,-89.55,-9.68,45.47,47.39,-25.47,-39.1,54.9,-50.75,111.27,5.8,4.22,-8.45,-49.5,13.94,-9.14,16.24,-51.67,48.82,18.05,-6.93,14.87,-19.44,-2.74,6.13,-16.41,55.21,0.45,-15.92,-13.18,17.05,14.17,30.76,-8.07,29.66,12.96,-21.93,6.11,29.82,5.13,51.83,Upgrade
Operating Cash Flow,-30.96,64.09,110.52,116.55,41.8,36.88,129.01,28.86,182.41,58.72,51.93,40.62,-4.86,81.5,52.78,82.84,17.12,108.55,80.89,53.6,74.88,28.78,48.45,56.24,41.68,103.39,48.76,32.76,41.62,64.45,53.52,76.96,39.09,75.81,59.82,24.61,49.24,72.9,47.18,94,Upgrade
Operating Cash Flow Growth,-,73.81%,-14.33%,303.83%,-77.09%,-37.20%,148.43%,-28.95%,-,-27.94%,-1.62%,-50.97%,-,-24.92%,-34.75%,54.55%,-77.14%,277.21%,66.96%,-4.69%,79.65%,-72.17%,-0.63%,71.67%,0.14%,60.43%,-8.89%,-57.43%,6.48%,-14.99%,-10.54%,212.77%,-20.62%,4.00%,26.78%,-73.82%,76.62%,-24.92%,58.50%,104.57%,Upgrade
Capital Expenditures,-2.24,-3.96,-11.53,-7.62,-5.66,-6.82,0.93,-2.59,-3.65,-7.59,-3.79,-7.32,-12.61,-13.52,-14.24,-14.56,-10.94,-12.79,-3.86,-9.04,-9.61,-8.98,-8.86,-7.99,-4.64,-6.35,-3.59,-2.04,-3.19,-5.46,-3.7,-2.41,-2.56,-5.46,-2.55,-3.88,-1.77,-6.52,-2.39,-3.91,Upgrade
Change in Investments,-14.89,-696.94,-101.95,-110,-315.77,43.25,-834.37,-902.71,-717.39,-883.87,-382.01,-737.66,-338.44,-243.98,-55.79,-281.38,-138.87,10.97,-221.98,130.03,41.62,-137.87,-381.79,-191.86,-279.9,-310.59,-258.58,-244.14,-132.36,-50.34,-193.43,-175.92,-97.28,-278.46,-54.72,-164.87,-93.35,-198.31,-240.36,-128.5,Upgrade
Other Investing Activities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-35,-,-,-,-,-,-,Upgrade
Investing Cash Flow,-17.13,-700.89,-113.48,-117.62,-321.42,36.43,-833.44,-905.29,-721.04,-891.47,-385.8,-744.98,-351.04,-257.49,-70.03,-295.94,-149.81,-1.82,-225.84,120.99,32,-146.85,-390.65,-199.85,-284.54,-316.94,-262.18,-246.18,-135.55,-55.8,-197.13,-178.33,-99.84,-318.92,-57.27,-168.75,-95.13,-204.83,-242.76,-132.41,Upgrade
