Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+81 Quarters
Net Income,"18,299","16,425","17,556","16,740","16,728","18,765","20,505","16,458","15,457","15,463","13,893","11,202","10,752","11,649","10,678","13,187","8,809","8,420","8,824","8,873","7,424","-6,302","6,576","8,069","5,486","6,267","5,667","6,863","3,756","5,018","4,902","-3,195","4,985","5,863","4,540","4,612","5,660","6,558","5,244","4,965",Upgrade
Depreciation & Amortization,"3,549","3,648","2,790","3,979","3,773","3,496","3,212","3,344","2,936","2,761","2,645","3,504","3,118","3,203","2,971","2,924","2,926","2,995","2,837","2,516","2,710","2,536","2,499","2,343","2,453","2,166","1,816","1,910","1,707","1,544","1,461","1,493","1,515","1,521","1,428","1,742","1,255","1,261",954,983,Upgrade
Share-Based Compensation,"2,465","2,538","2,192","1,997","1,906","1,897","1,702","1,571","1,525","1,566","1,456","1,349","1,338","1,340","1,262","1,190","1,172","1,183","1,107","1,012",969,986,973,913,883,767,703,664,672,658,674,654,641,611,144,865,580,571,430,584,Upgrade
Other Operating Activities,128,"-11,438",660,"1,913","2,979","-9,678",-879,"1,337","2,261","-7,274","1,341","2,618","2,296","-5,512","-1,093","-1,193",613,"-3,698",889,-983,"1,048","10,655","2,392",-320,"1,838","-2,907","3,363",-973,"4,232","-1,602","1,839","7,897","2,460","-3,655","2,242","2,566","2,604","-3,977","1,577",-629,Upgrade
Operating Cash Flow,"24,441","11,173","23,198","24,629","25,386","14,480","24,540","22,710","22,179","12,516","19,335","18,673","17,504","10,680","13,818","16,108","13,520","8,900","13,657","11,418","12,151","7,875","12,440","11,005","10,660","6,293","11,549","8,464","10,367","5,618","8,876","6,849","9,601","4,340","8,354","9,785","10,099","4,413","8,205","5,903",Upgrade
Operating Cash Flow Growth,-3.72%,-22.84%,-5.47%,8.45%,14.46%,15.69%,26.92%,21.62%,26.71%,17.19%,39.93%,15.92%,29.47%,20.00%,1.18%,41.08%,11.27%,13.02%,9.78%,3.75%,13.99%,25.14%,7.71%,30.02%,2.83%,12.01%,30.11%,23.58%,7.98%,29.45%,6.25%,-30.01%,-4.93%,-1.65%,1.82%,65.76%,4.48%,-7.68%,-3.29%,-23.11%,Upgrade
Capital Expenditures,"-6,607","-6,274","-6,283","-6,871","-5,340","-5,865","-5,810","-6,452","-5,089","-4,174","-4,907","-4,744","-3,767","-3,545","-3,385","-4,051","-2,565","-3,707","-3,602","-3,980","-2,934","-2,586","-2,132","-2,283","-1,695","-1,988","-2,163","-2,655","-2,308","-2,024","-1,356","-1,781","-1,391","-1,490","-1,282","-1,330","-1,192","-1,732","-1,231","-1,794",Upgrade
Acquisitions,-301,-679,-349,"-1,263","-18,719",-850,"-1,206",-501,"-7,512",-415,-481,"-1,650",-329,-80,-462,-281,-269,"-1,593",-245,-434,-248,-27,-179,-358,-802,"-24,760",-24,-63,-559,-381,-390,-626,-162,"-2,794",-141,"-5,626",-157,-139,-15,-20,Upgrade
Change in Investments,"5,330",104,"4,360",-457,"9,069","5,643","4,183","-4,334","2,517","2,593","2,100","3,173","4,147","-2,411","2,071","-2,925","1,471","1,100",894,"1,752","7,045","2,459","-4,699","-4,625","-2,614","10,927","-16,199","-7,277","-2,550","-1,208","-3,382","-2,657","-3,594",-670,"-5,947","-1,718","-2,981",679,"-3,304","-4,106",Upgrade
Other Investing Activities,"-1,686",-301,-860,"-1,138","-1,181",-89,-417,434,400,327,"-2,083","-1,241",-,-,-,-,-,-,-,-8,-19,-177,106,-103,"-1,080","1,070",-84,-78,-66,285,62,-3,-334,238,-367,-236,46,167,-64,81,Upgrade
Investing Cash Flow,"-3,264","-7,150","-3,132","-9,729","-16,171","-1,161","-3,250","-10,853","-9,684","-1,669","-5,371","-4,462",51,"-6,036","-1,776","-7,257","-1,363","-4,200","-2,953","-2,670","3,844",-331,"-6,904","-7,369","-6,191","-14,751","-18,470","-10,073","-5,483","-3,328","-5,066","-5,067","-5,481","-4,716","-7,737","-8,910","-4,284","-1,025","-4,614","-5,839",Upgrade
Dividends Paid,"-5,059","-5,066","-4,621","-4,632","-4,645","-4,652","-4,206","-4,214","-4,221","-4,230","-3,856","-3,865","-3,876","-3,886","-3,510","-3,521","-3,526","-3,544","-3,220","-3,226","-3,232","-3,238","-3,003","-3,009","-3,012","-3,024","-2,800","-2,821","-2,842","-2,868","-2,475","-2,496","-2,532","-2,547","-2,307","-2,309","-2,322","-2,332","-1,916","-1,921",Upgrade
Share Issuance / Repurchase,"-4,973","-5,216","-4,998","-8,296","-8,345","-7,142","-7,072","-6,727","-6,534","-6,233","-6,198","-5,451","-6,717","-4,972","-4,485","-4,325","-4,479","-6,213","-3,384","-2,107","-3,530","-1,819","-2,263","-1,544","-1,883","-3,468","-4,121","-3,504","-3,698","-3,561","-4,538","-4,128","-4,985","-2,024","-2,672","-1,024","-1,704","-1,996","-1,985",-876,Upgrade
Debt Issued / Paid,0,-750,"-1,000",0,"-4,197",0,"-4,826",0,"-2,254","-3,250",0,"-3,417","-3,000",-18,"-2,500","-1,000",0,"-3,000",0,-681,"-12,256","3,661",-925,"1,867",-966,"9,196","21,362","7,299","1,747","5,976","3,261","3,259","4,105","4,798","1,499",0,-300,"6,962",300,"1,305",Upgrade
Other Financing Activities,-258,-317,-264,-341,-158,-192,-172,-430,-183,79,-235,471,"-1,052",-39,286,160,404,-459,-780,-25,-640,-156,-150,-15,-375,312,-112,-3,-123,-65,-178,-239,316,307,502,-247,22,-19,205,23,Upgrade
Financing Cash Flow,"-10,290","-11,349","-10,883","-13,269","-17,345","-11,986","-16,276","-11,371","-13,192","-13,634","-10,289","-12,262","-14,645","-8,915","-10,209","-8,686","-7,601","-13,216","-7,384","-6,039","-19,658","-1,552","-6,341","-2,701","-6,236","3,016","14,329",971,"-4,916",-518,"-3,930","-3,604","-3,096",534,"-2,978","-3,580","-4,304","2,615","-3,396","-1,469",Upgrade
