Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.16,-1.71,3.18,-0.2,-0.21,-1.1,-5.09,-0.16,-0.21
Other Operating Activities,-0.37,1.65,-3.21,-0.13,0.13,0.97,4.96,0.11,-0.55
Operating Cash Flow,-0.21,-0.05,-0.03,-0.33,-0.08,-0.12,-0.13,-0.05,-0.76
Change in Investments,114.65,0,0,0,0,0,0,0,-149.5
Investing Cash Flow,114.65,0,0,0,0,0,0,0,-149.5
Share Issuance / Repurchase,-115.07,0,0,0,0,0,0,0,154.49
Debt Issued / Paid,0.6,0.12,0,0,0,0,0,0,-0.03
Other Financing Activities,114.65,-,-,-,-0.05,0,-,-,-3.39
Financing Cash Flow,0.18,0.12,0,0,-0.05,0,0,0,151.07
Net Cash Flow,-0.03,0.07,-0.03,-0.33,-0.12,-0.12,-0.13,-0.05,0.81
Free Cash Flow,-0.21,-0.05,-0.03,-0.33,-0.08,-0.12,-0.13,-0.05,-0.76
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.02,-0.00,-0.01,-0.01,-0.00,-0.09
