Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+49 Quarters
Net Income,30.22,35.73,33.97,30.75,27.73,34.78,34.09,29.62,39.77,25.68,19.19,23.85,4.73,26.82,26.64,27.28,24.59,27,25.15,32.08,23.27,3.98,21.28,14.01,15.89,17.91,17.2,12.01,12.47,10.06,12.41,13.45,14.22,7.73,12.5,11.93,12.3,9.26,15.85,5.82,Upgrade
Depreciation & Amortization,1.85,2.76,2.63,2.6,2.56,2.66,2.85,2.93,3,2.98,3.13,2.62,2.93,2.59,2.69,2.61,2.48,2.43,2.36,0.88,2.38,2.29,2.3,2.3,2.11,1.88,1.75,1.74,1.74,1.89,1.95,1.9,1.9,2.06,3.22,4.13,4.31,4.19,2.16,2.34,Upgrade
Other Operating Activities,6.53,4.24,11.71,-4.18,0.91,8.19,9.15,-10.45,8.46,6.22,-2.68,-8.4,25.46,1.39,17.39,-18.47,-8.38,12.3,5.43,6.24,-4.25,18.79,-2.07,-2.01,9.44,9.59,3.47,4.13,5.38,8.42,15.37,-8.43,-0.39,14.73,-4.84,9.81,4.27,4.44,6.13,22.72,Upgrade
Operating Cash Flow,38.6,42.73,48.31,29.17,31.2,45.62,46.1,22.09,51.23,34.88,19.63,18.08,33.12,30.8,46.72,11.42,18.69,41.72,32.93,39.2,21.4,25.05,21.51,14.3,27.44,29.38,22.42,17.88,19.59,20.37,29.73,6.92,15.73,24.52,10.88,25.86,20.88,17.89,24.15,30.87,Upgrade
Operating Cash Flow Growth,23.72%,-6.33%,4.80%,32.03%,-39.10%,30.82%,134.80%,22.24%,54.70%,13.23%,-57.98%,58.22%,77.20%,-26.18%,41.86%,-70.86%,-12.68%,66.54%,53.11%,174.07%,-22.00%,-14.74%,-4.04%,-20.01%,40.05%,44.27%,-24.61%,158.41%,24.54%,-16.94%,173.32%,-73.24%,-24.65%,37.04%,-54.95%,-16.23%,62.83%,-25.84%,42.10%,72.59%,Upgrade
Capital Expenditures,-9.43,-3.17,-0.68,-2.94,-4.42,-4.58,-2.15,-1.59,-2.32,-1.05,-1.21,-1.71,-3.65,-3.32,-5.22,-4.72,-4.13,-2.74,-2.16,-2.73,-1.97,-2.63,-4.47,-2.96,-1.53,-1.98,-1.31,-1.95,-2.25,-1.15,-1.22,-0.86,-1.67,-1.2,-3.55,-3.99,-2.24,-5.06,-1.47,-0.94,Upgrade
Acquisitions,14.49,0,0,0,0,0,0,0,0,0,0,0,0,0,332.47,0,0,0,0.2,0.51,0,0,0,3.19,0,479.47,0,0,0,-3.53,0,0,0,-3.04,0,0,0,0,0,0,Upgrade
Change in Investments,3.99,-262.43,-185.65,-110.46,-32.98,-23.04,-35.38,-193.87,-317.53,229.25,-14.15,-504.13,-193.46,-144.04,89.47,-89.41,-55.54,-140.95,-56.15,-101.85,-46.51,35.15,20.43,-0.35,-106.09,125.01,35.36,-24.14,-122.67,-110.89,-67.56,10.2,27.46,-12.19,-80.74,-87.17,15.1,-81.82,-3.64,-70.76,Upgrade
Other Investing Activities,2.06,5.26,2.46,4.77,1.46,3.33,3.75,2.92,5.16,0.95,2.65,1.46,1.92,1.99,1.85,2.4,1.14,1.99,2.42,1.07,1.14,2.63,1.09,22.81,-20.06,2.21,2.6,1.32,2.1,2.74,1.47,1.28,1.3,1.87,2.65,5.06,5.38,1.83,8.68,2.78,Upgrade
Investing Cash Flow,11.12,-260.34,-183.87,-108.64,-35.94,-24.29,-33.78,-192.54,-314.69,229.16,-12.71,-504.39,-195.2,-145.36,418.57,-91.73,-58.53,-141.7,-55.7,-103.01,-47.35,35.15,17.05,22.69,-127.69,604.71,36.65,-24.77,-122.82,-112.83,-67.31,10.62,27.1,-14.56,-81.64,-86.1,18.24,-85.04,3.57,-68.92,Upgrade
