Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+35 Quarters
Net Income,39.56,35.19,28.07,26.03,26.42,26.15,21.48,21.19,20.88,17.13,15.31,16.15,19.62,20.03,19.98,18.74,18.65,18.32,17.41,16.61,7.73,13.67,11.72,10.28,10.06,9.88,8.59,7.84,7.56,7.9,7.59,6.69,6.87,6.36,6.21,5.15,5.87,5.03,4.27,4.03,Upgrade
Depreciation & Amortization,0.45,0.48,0.48,0.49,0.48,0.48,0.48,0.46,0.49,0.48,0.47,0.47,0.45,0.39,0.27,0.23,0.23,0.23,0.23,0.27,0.27,0.24,0.24,0.24,0.24,0.23,0.24,0.23,0.2,0.15,0.14,0.14,0.12,0.11,0.09,0.16,0.15,0.2,0.17,0.16,Upgrade
Share-Based Compensation,3.69,1.36,1.98,1.38,5.01,1.39,1.37,1.35,4.04,1.35,2.1,1.41,4.1,1.28,1.53,0.85,3.03,0.85,1.25,2.9,0.46,0.46,0.7,2.01,0.4,0.92,0.46,0.6,-0.21,0.62,0.63,2.11,1.16,0.51,0.53,1.38,0.16,0.44,0.45,0.38,Upgrade
Other Operating Activities,-7.16,8.21,-0.73,4.29,-2.73,13.11,-6.52,9.52,9.57,11.39,1.28,1.25,-3.69,7.45,-5.67,1.19,4.5,12.66,-2.87,4.75,3.75,5.26,-7.06,3.22,2.11,2.98,9.97,-2.11,-4.49,-0.62,5.29,-5.46,5.92,-0.71,1.26,7.72,7.83,2.94,-3.2,4.25,Upgrade
Operating Cash Flow,36.53,45.23,29.8,32.19,29.19,41.12,16.81,32.52,34.98,30.34,19.16,19.29,20.48,29.16,16.11,21.01,26.41,32.06,16.01,24.54,12.21,19.63,5.59,15.75,12.81,14.01,19.25,6.57,3.06,8.05,13.65,3.47,14.07,6.28,8.09,14.41,14.01,8.62,1.68,8.83,Upgrade
Operating Cash Flow Growth,25.16%,9.99%,77.33%,-1.01%,-16.55%,35.54%,-12.29%,68.58%,70.76%,4.06%,18.93%,-8.18%,-22.45%,-9.04%,0.63%,-14.38%,116.36%,63.31%,186.18%,55.78%,-4.68%,40.11%,-70.93%,139.92%,318.50%,73.96%,40.99%,89.03%,-78.25%,28.23%,68.82%,-75.89%,0.43%,-27.12%,380.17%,63.22%,183.22%,13.00%,-79.42%,54.73%,Upgrade
Capital Expenditures,-0.07,-0.09,-0.06,-0.14,-0.06,-0.23,-0.12,-0.2,-0.51,-0.45,-0.22,-0.32,-0.25,-0.07,-3.25,-2.52,-2.29,-0.02,-0.17,-0.3,-0.38,-0.59,-0.22,-0.18,-0.13,-0.08,-0.06,-0.37,-1.6,-0.07,0.18,-0.6,-0.28,-0.05,0.02,-0.14,-0.07,-0.08,-0.06,-0.3,Upgrade
Acquisitions,0,0,0,0,0,-1.3,-8.72,-2.8,-0.96,-0.85,-3.66,-2.95,0,0,-2.15,-2.19,-1.98,-7.6,-3.75,-0.66,-2.16,-0.28,-4.39,-0.28,-0.38,-0.19,-0.25,-2.5,2.93,0,-3.59,-0.43,-1.33,-0.74,-0.2,-2.79,-1.85,0,0,0,Upgrade
Change in Investments,-162.77,-7.39,-12.67,-20.14,-5.23,-232.77,-82.69,-10.21,-162.71,-62.89,-132.67,-6.64,-51.84,-55.64,-73.82,-5.53,-12.16,-9.8,-18.48,-2.9,-8.23,-9.77,-17.33,-3.66,-25.5,-12.89,-44.21,-9.69,5.22,-8.58,-11.77,-19.19,-15.09,-13.63,-19.74,-31.37,-17.42,-16.67,-18.04,-11.83,Upgrade
Other Investing Activities,49.25,-79.33,-312.44,-154.04,-81.92,5.05,-87.82,-110.99,57.42,125.75,29.42,-156.54,0.73,-36.27,-160.1,-64.2,-53.5,-76.6,-66.31,-152.97,-47.98,-78.41,-80.03,-135.62,-91.76,-151.54,-109.96,-80.67,-238.17,-79.39,-56.61,-61.59,-59.51,-47.73,-57.86,-45.21,2.3,-20.54,-29.46,-16.61,Upgrade
