Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.54,1.14,0.2,3.22,3.65,3.82,-0,0,-0
Other Operating Activities,-0.79,-2.2,-0.45,-3.42,-3.96,-4.51,-,-,-0
Operating Cash Flow,-0.25,-1.06,-0.25,-0.2,-0.31,-0.7,-0,0,-0
Change in Investments,-2.03,1.02,0,0,0,-210.11,0,0,0
Investing Cash Flow,-2.03,1.02,0,0,0,-210.11,0,0,0
Share Issuance / Repurchase,0,0,0,0,0,215.1,0,0,0
Debt Issued / Paid,0,0,0,0,0,-0.2,0.01,0.04,0.15
Other Financing Activities,2.07,-,-,-,-,-3.06,-0.01,-0.04,-0.16
Financing Cash Flow,2.07,0,0,0,0,211.84,-0,-0,-0.01
Net Cash Flow,-0.21,-0.05,-0.16,-0.2,-0.31,1.04,-0,-0,-0.01
Free Cash Flow,-0.25,-1.06,-0.25,-0.2,-0.31,-0.7,-0,0,-0
Free Cash Flow Per Share,-0.01,-0.04,-0.01,-0.01,-0.01,-0.07,-,-,-
