Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,2.03,1.81,1.88,3.48,-0.51,1.49,0,-0.01
Other Operating Activities,-2.15,-1.87,-1.99,-3.61,0.72,-2.67,-,0
Operating Cash Flow,-0.12,-0.07,-0.11,-0.13,0.21,-1.18,0,-0
Share Issuance / Repurchase,0,0,0,0,3.15,241.85,0,0
Debt Issued / Paid,0.02,0,0,0,0,-0.18,0.02,0.15
Other Financing Activities,-,-,-,-0.01,-3.55,10.1,-0.03,-0.14
Financing Cash Flow,0.02,0,0,-0.01,-0.4,251.77,-0.01,0.02
Net Cash Flow,-0.1,-0.07,-0.11,-0.13,-0.19,0.59,-0.01,0.01
Free Cash Flow,-0.12,-0.07,-0.11,-0.13,0.21,-1.18,0,-0
Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.00,0.01,-0.10,-,-
