Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,0.89,0.42,-0.02,-0.18,-0.04,-0,-0.01
Other Operating Activities,-0.91,-0.46,0,-0.02,0.1,-0.12,-0.08
Operating Cash Flow,-0.02,-0.05,-0.01,-0.2,0.06,-0.12,-0.09
Change in Investments,-1.15,0,0,0,-115,0,0
Investing Cash Flow,-1.15,0,0,0,-115,0,0
Share Issuance / Repurchase,0,0,0,0,118.3,0,0.03
Debt Issued / Paid,1.15,0.38,0,0,-0.3,0,0.3
Other Financing Activities,-,-,-,-,-2.79,-,-
Financing Cash Flow,1.15,0.38,0,0,115.21,0,0.33
Net Cash Flow,-0.02,-0.05,-0.01,-0.2,0.27,-0.12,0.24
Free Cash Flow,-0.02,-0.05,-0.01,-0.2,0.06,-0.12,-0.09
Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.01,0.02,-0.04,-0.03
