Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,1.96,2,3.45,4.3,2.44,1.71,9.56,-1.64,-0
Other Operating Activities,-2.15,-2.08,-3.63,-4.47,-2.79,-1.8,-9.7,0.59,0
Operating Cash Flow,-0.19,-0.09,-0.19,-0.17,-0.35,-0.09,-0.14,-1.05,0
Change in Investments,0.6,0,0,0,0,0,0,0,0
Investing Cash Flow,0.6,0,0,0,0,0,0,0,0
Share Issuance / Repurchase,0,0,0,0,0,8.33,0,309.93,0
Debt Issued / Paid,0.2,0.17,0.16,0.08,0.19,0,0,0,0
Other Financing Activities,-,-,-,-,-,-8.32,-0,7.88,-
Financing Cash Flow,0.2,0.17,0.16,0.08,0.19,0,-0,317.81,0
Net Cash Flow,0.61,0.09,-0.03,-0.09,-0.16,-0.09,-0.14,0.51,0
Free Cash Flow,-0.19,-0.09,-0.19,-0.17,-0.35,-0.09,-0.14,-1.05,0
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.00,-0.01,-0.00,-0.00,-0.08,-
