Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-04-16
Net Income,-0.62,3.53,0.78,-0.5,3.36,-3.6,0.06,-0,-0
Other Operating Activities,0.47,-3.6,-0.92,0.37,-3.42,3.56,-0.06,0,-0.02
Operating Cash Flow,-0.15,-0.07,-0.14,-0.14,-0.06,-0.04,-,-,-0.03
Change in Investments,0,104.85,0,0,0,0,-,-,0
Investing Cash Flow,0,104.85,0,0,0,0,-,-,0
Share Issuance / Repurchase,0,-105.42,0,0,0,0,-,-,0.03
Debt Issued / Paid,0,0.58,0,0,0,0,-,-,0
Financing Cash Flow,0,-104.85,0,0,0,0,-,-,0.03
Net Cash Flow,-0.15,-0.07,-0.14,-0.14,-0.06,-0.04,-,-,0
Free Cash Flow,-0.15,-0.07,-0.14,-0.14,-0.06,-0.04,-,-,-0.03
Free Cash Flow Per Share,-0.04,-0.01,-0.01,-0.01,-0.00,-0.00,-,-,-0.01
