Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.24,0.84,-0.35,-0.53,-0.36,0.04,-0.01,-0
Other Operating Activities,-0.43,-0.95,0.3,0.38,0.29,-0.42,-,0
Operating Cash Flow,-0.19,-0.1,-0.04,-0.15,-0.07,-0.37,-0.01,0
Share Issuance / Repurchase,0,0,0,0,0,159.08,0,0
Debt Issued / Paid,0,0,0,0,0,-0,0,0
Other Financing Activities,-,-0.07,-,-0.03,-0.01,-3.41,0.01,-
Financing Cash Flow,0,-0.07,0,-0.03,-0,155.66,0.01,0
Net Cash Flow,-0.19,-0.17,-0.4,0.18,-0.08,0.85,0,0
Free Cash Flow,-0.19,-0.1,-0.04,-0.15,-0.07,-0.37,-0.01,0
Free Cash Flow Per Share,-0.01,-0.01,-0.00,-0.01,-0.01,-0.03,-0.00,-
