Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,-1.28,1.34,1.19,1.46,7.05,-4.69,2.23,-2.9,3.22
Other Operating Activities,1.04,-1.76,-1.24,-1.7,-7.36,4.6,-2.23,2.33,-3.37
Operating Cash Flow,-0.24,-0.42,-0.05,-0.24,-0.3,-0.09,-0,-0.58,-0.15
Change in Investments,0,251.21,0.35,0,0,0,0,0,-253
Investing Cash Flow,0,251.21,0.35,0,0,0,0,0,-253
Share Issuance / Repurchase,0,-250.52,0,0,0,0,0,0,247.94
Debt Issued / Paid,0,0,0,0,0,0,0,-0.13,0.11
Other Financing Activities,-,-,-,-,-,-,-,-0.04,6.72
Financing Cash Flow,0,-250.52,0,0,0,0,0,-0.18,254.77
Net Cash Flow,-0.24,0.27,0.29,-0.24,-0.3,-0.09,-0,-0.75,1.62
Free Cash Flow,-0.24,-0.42,-0.05,-0.24,-0.3,-0.09,-0,-0.58,-0.15
Free Cash Flow Per Share,-0.04,-0.01,-0.00,-0.01,-0.01,-0.00,-,-0.02,-0.01
