Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,3.68,1.76,4.2,3.52,0.73,4.98,-3.75,-0.33,-0.03
Other Operating Activities,-3.68,-1.76,-4.28,-3.6,-0.93,-5.16,3.65,-0.81,0.03
Operating Cash Flow,-0,0,-0.08,-0.08,-0.2,-0.18,-0.1,-1.14,0
Change in Investments,0,0,0,0,0,0,0,-375,0
Investing Cash Flow,0,0,0,0,0,0,0,-375,0
Share Issuance / Repurchase,0,0,0,0,0,0,0,385,0
Debt Issued / Paid,0,0,0,0,0,0,0,-0.16,0
Other Financing Activities,-,-,-,-,-0.09,-,-,-7.98,-
Financing Cash Flow,0,0,0,0,-0.09,0,0,376.86,0
Net Cash Flow,-0,0,-0.08,-0.08,-0.29,-0.18,-0.1,0.72,0
Free Cash Flow,-0,0,-0.08,-0.08,-0.2,-0.18,-0.1,-1.14,0
Free Cash Flow Per Share,-,-,-0.00,-0.00,-0.00,-0.00,-0.00,-0.03,-
