Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-07-09
Net Income,3.05,2.41,1.17,0.31,-0.15,-0.25,-0.01,-0
Other Operating Activities,-3.27,-2.58,-1.28,-0.43,0.02,-0.58,-0,-0
Operating Cash Flow,-0.23,-0.17,-0.11,-0.12,-0.13,-0.83,-0.01,-0.01
Share Issuance / Repurchase,0,0,0,0,0,301.78,0,0.03
Debt Issued / Paid,0.1,0.03,0,-0,0,6.1,0.13,0
Other Financing Activities,-,-,-,-,-,-0.42,-0.13,-
Financing Cash Flow,0.1,0.03,0,-0,0,307.45,-0,0.03
Net Cash Flow,-0.13,-0.14,-0.11,-0.12,-0.13,0.63,-0.01,0.02
Free Cash Flow,-0.23,-0.17,-0.11,-0.12,-0.13,-0.83,-0.01,-0.01
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.00,-0.00,-0.05,-0.00,-0.00
