Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,2.35,1.48,2.35,3.67,-0.4,4.5,-2.25,3.42
Other Operating Activities,-3.09,-1.77,-2.64,-4,0.06,-4.54,2.12,-3.97
Operating Cash Flow,-0.74,-0.29,-0.3,-0.33,-0.33,-0.04,-0.14,-0.55
Change in Investments,0.87,0,0,0,0,0,-37.5,-250
Investing Cash Flow,0.87,0,0,0,0,0,-37.5,-250
Share Issuance / Repurchase,0,0,0,0,0,0,36.75,245.03
Debt Issued / Paid,-0.14,0.4,0,0.5,0,0,0,0.13
Other Financing Activities,-,-,-,-,-0.01,-0.01,0.75,6.27
Financing Cash Flow,-0.14,0.4,0,0.5,-0.01,-0.01,37.5,251.43
Net Cash Flow,-0.01,0.11,-0.3,0.17,-0.34,-0.04,-0.14,0.88
Free Cash Flow,-0.74,-0.29,-0.3,-0.33,-0.33,-0.04,-0.14,-0.55
Free Cash Flow Per Share,-0.02,-0.01,-0.01,-0.01,-0.01,-0.00,-0.00,-0.06
