Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.37,1.24,4.25,3.15,0.25,8.39,0
Other Operating Activities,-1.45,-1.36,-4.39,-3.38,-0.19,-9.22,-
Operating Cash Flow,-0.08,-0.12,-0.15,-0.23,0.06,-0.83,0
Change in Investments,-1,0,0,0,0,0,0
Investing Cash Flow,-1,0,0,0,0,0,0
Debt Issued / Paid,1,0,0,0,0,0,0
Other Financing Activities,-,-,-,-,-0.09,-,-
Financing Cash Flow,1,0,0,0,-0.09,0,0
Net Cash Flow,-0.08,-0.12,-0.15,-0.23,-0.03,0.7,0
Free Cash Flow,-0.08,-0.12,-0.15,-0.23,0.06,-0.83,0
Free Cash Flow Per Share,-0.00,-0.01,-0.01,-0.01,0.00,-0.04,-
