Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.09,-0.66,0.67,1.42,1.55,-0.26,2.45,0,-0
Other Operating Activities,-11,10.67,-1.03,-1.56,-1.87,0.15,-3.02,-,0
Operating Cash Flow,-10.91,10.01,-0.36,-0.13,-0.31,-0.11,-0.57,0,-0
Change in Investments,10.54,100.35,0,0,0,0,0,0,0
Investing Cash Flow,10.54,100.35,0,0,0,0,0,0,0
Share Issuance / Repurchase,0,-110.48,0,0,0,0,152.5,0,0
Debt Issued / Paid,0,0,0,0,0,0,-0,0,0
Other Financing Activities,-,-,-,-,-,-,-0.42,-,-
Financing Cash Flow,0,-110.48,0,0,0,0,152.08,0,0
Net Cash Flow,-0.37,-0.13,-0.05,-0.13,-0.31,-0.11,1.51,0,0
Free Cash Flow,-10.91,10.01,-0.36,-0.13,-0.31,-0.11,-0.57,0,-0
Free Cash Flow Per Share,-1.29,0.52,-0.02,-0.01,-0.02,-0.01,-0.04,-,-
