Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.61,0.12,-1.34,-0.37,-2.04,-0.46,-0,-0
Share-Based Compensation,0.03,0.03,0.03,0.03,0.03,-,0,0
Other Operating Activities,-0.9,-0.24,0.8,0.27,1.77,0.46,-0,0
Operating Cash Flow,-0.26,-0.09,-0.51,-0.08,-0.24,-,-0.01,-0
Change in Investments,-1.5,0.06,0,0,0,-,0,0
Investing Cash Flow,-1.5,0.06,0,0,0,-,0,0
Share Issuance / Repurchase,0,0,0,0,0,-,-0.03,0.03
Debt Issued / Paid,1.95,-0.23,0.48,0,0,-,0.03,0.11
Other Financing Activities,-,-,-,-,-,-,-0.04,-0.07
Financing Cash Flow,1.95,-0.23,0.48,0,0,-,-0.04,0.06
Net Cash Flow,0.19,-0.26,0.1,-0.08,-0.24,-,-0.05,0.06
Free Cash Flow,-0.26,-0.09,-0.51,-0.08,-0.24,-,-0.01,-0
Free Cash Flow Per Share,-0.01,-0.00,-0.02,-0.00,-0.01,-,-0.00,-
