Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,193.87,197.48,194.75,169.76,162.75,192.11,178.48,177.91,178.8,142.12,83.28,84.9,30.23,143.39,127.44,153.03,117.04,101.92,99.33,108.62,100.61,27.05,95.45,73.44,69.3,65.99,62.69,57.9,49.97,55.84,55.37,53.23,51.4,50.61,44.23,44.31,45.86,35.85,37.19,30.72,Upgrade
Depreciation & Amortization,20.09,15.82,16.36,9.88,18.43,15.7,31.28,14.18,52.4,-7.76,27.46,26.27,23.65,-0.89,-2.48,4.45,7,13.46,13.06,13.84,14.82,14.34,15.45,14.86,14.48,14.61,15.11,14.72,13.79,14.02,14.56,14.37,13.8,15.43,13.18,14.03,12.31,12.8,13.99,14.9,Upgrade
Share-Based Compensation,8.71,5.52,7.87,6.18,8.33,6.31,8.35,5.47,7.66,4.77,4.95,5.35,3.57,3.09,5.17,5.98,10.24,4.14,4.18,4.37,3.96,3.6,3.74,3.48,3.36,3.4,3.36,3.51,3.34,3.09,3.19,3.04,3.23,2.78,2.76,2.47,2.23,1.13,2.99,1.46,Upgrade
Other Operating Activities,123.48,353.55,172.56,-164.45,-16.46,-271.73,180.41,210.45,-226.92,77.98,550.64,"-1,027.57",-45.98,103.05,-30.15,-53.28,5.08,24.4,33.72,19.76,-40.11,98.28,124.47,14.68,45,50.98,43.95,31.49,20.85,53.49,125.12,1.42,-30.42,20.94,77.96,3.57,24.31,71.64,118.64,63.52,Upgrade
Operating Cash Flow,354.44,580.66,399.84,29.66,181.33,-49.33,406.82,416.3,20.23,225.39,674.63,-902.75,19.76,256.94,108.28,113.33,142.51,147.06,160.02,149.14,81.83,145.82,241.67,109.02,134.7,137.55,127.67,110.18,90.5,129,200.79,74.62,40.58,92.32,140.68,66.95,87.27,124.14,181.32,125.41,Upgrade
Operating Cash Flow Growth,95.46%,-,-1.72%,-92.87%,796.35%,-,-39.70%,-,2.37%,-12.28%,523.07%,-,-86.13%,74.71%,-32.34%,-24.01%,74.15%,0.85%,-33.79%,36.81%,-39.25%,6.02%,89.30%,-1.05%,48.84%,6.63%,-36.42%,47.65%,123.01%,39.72%,42.73%,11.46%,-53.50%,-25.63%,-22.41%,-46.62%,-49.91%,-62.51%,-,-,Upgrade
Capital Expenditures,-6.52,-8.62,-10.23,-8.6,-2.66,-5.96,-7.58,-8.39,-4.03,-7.32,-2.6,-13.25,-6.94,-21.01,-8.43,-22.56,-9.21,-14.13,-12.25,-17.57,-9.21,-16.39,-19.33,-9.89,-5.5,-9.83,-7.72,-8.94,-7.83,-6.71,-12.86,-3.58,-5.22,-7.46,-7.28,-15.98,-7.96,-6.67,-6.02,-9.41,Upgrade
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.1,0,0,0,0,0,0,0,0,6.15,0,0,0,0,0,0,0,0,0,0,-90.57,0,0,56.33,Upgrade
Change in Investments,-691.46,"-1,167.95","-1,728.04",-937.67,"-1,059.87","-1,305.54","-1,431.51",-35.05,"-1,630.53",867.67,-57.61,"-1,880.77","-1,055.7",-624,-186.51,-672.6,-847.2,-436.8,-459.33,-228.18,-175.85,-663.62,69.49,-313.68,-384.35,-450.37,-275.22,-297.43,-381.46,-700.03,-95.96,-639.68,-647.36,-467.13,-204.32,-77.21,-352.64,-178.48,335.94,-478.06,Upgrade
Other Investing Activities,5.53,14.87,16.19,8.63,28.46,28.47,5.54,5.37,5.03,10.21,9.08,25.64,-241.4,5.48,22.16,1.98,6.93,4.81,1.94,4.91,3.61,7.85,-74.02,4.55,-69.01,-15.38,14.51,5.78,10.8,17.27,-32.27,10.56,9.14,13.51,21.87,18.15,10.24,22.55,27.8,32.47,Upgrade
