Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+4 Quarters
Net Income,138.6,-26.6,-98.4,-60.8,-217,-140.3,-48,64.5,168.4,134.4,68.7,124,-183.6,29.72,-15.1,53.07,132.92,-298.01,-13.28,19.6,-26,44.35,54.69,74.58,104.19,-46.69,72.08,53.38,-51.13,42.19,-195.72,15.66,50.47,-14.68,-6,31.29,39.78,80.09,46.57,26.22,Upgrade
Depreciation & Amortization,2.4,3.8,3.6,3.3,1.9,3.4,3.5,2.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Share-Based Compensation,5.6,8.3,3.3,7.8,11.1,-5.6,7.7,7,2.3,1.9,1.5,1.6,1.6,0.69,0.89,3.95,1.46,0,2.4,1.31,1.25,-0.42,0.64,1.54,1.83,2.34,1.89,2.05,2.65,2.27,2.81,2.72,3.08,2.28,2.48,2.25,2.25,2.19,4.14,1.72,Upgrade
Other Operating Activities,-56.4,58.5,287.6,90.8,200.1,113.5,47,-17.1,-223.3,-108.3,-55.3,-92,178.8,13.99,13.1,17.8,-111.38,289.11,19.81,29.16,-11.96,-154.29,-6.06,-74.92,-124.67,43.5,-96.52,-40.09,61.31,-48.2,253.94,-5.9,64.46,79.15,33.92,-16.5,-33.8,-120.79,-0.67,-25.62,Upgrade
Operating Cash Flow,94.2,48,200.1,45.1,0.1,-25,14.2,61.2,-48.8,28,14.9,33.6,-3.2,44.4,-1.11,74.82,22.99,-8.9,8.93,50.08,-36.72,-110.36,49.27,1.21,-18.65,-0.85,-22.54,15.34,12.83,-3.75,61.03,12.47,118.02,66.75,30.41,17.03,8.24,-38.51,50.04,2.32,Upgrade
Operating Cash Flow Growth,94100.00%,-,1309.15%,-26.31%,-,-,-4.70%,82.14%,-,-36.94%,-,-55.09%,-,-,-,49.40%,-,-,-81.88%,4049.05%,-,-,-,-92.13%,-,-,-,22.94%,-89.13%,-,100.71%,-26.77%,1332.93%,-,-39.23%,635.17%,40.47%,-,431.89%,-,Upgrade
Acquisitions,0,0,0,0,0,0,20.5,0,631.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Change in Investments,-52.4,60.9,-809.7,-460.2,-99.8,-233.8,-406.1,201.8,-83.6,87.9,52.3,132.8,-172,96.06,747,6.21,-63.78,79.76,-170.78,-168.63,154.42,-178.27,184.48,-48.22,457.14,-71.12,-133.33,68.41,-316.24,229.96,-67.6,-133.56,-186.31,-233.28,42.72,5.75,-242.13,-320.42,-102.1,-31.23,Upgrade
Other Investing Activities,58.5,-1.3,51.2,-16.8,-28.6,32.4,-25,-5.2,75.7,-13.8,86.4,-112.8,-54.8,-0.01,-,0.64,0.77,11.43,268.64,193.89,8.82,250.67,-138.57,100.8,-362.79,4.32,153.81,-79.62,288.51,-143.43,-26.42,181.08,-17.6,130.37,-83.05,-24.61,285.18,323.67,-266.36,-27.39,Upgrade
Investing Cash Flow,6.1,59.6,-758.5,-477,-128.4,-201.4,-410.6,196.6,624,74.1,138.7,20,-226.8,96.05,747,6.85,-63,91.19,97.86,25.27,163.24,72.4,45.91,52.58,94.35,-66.79,20.48,-11.21,-27.73,86.53,-94.02,47.52,-203.91,-102.91,-40.32,-18.87,43.05,3.25,-368.46,-58.62,Upgrade
